id,list_number,name,entity_type,legal_form,activity_types,is_operator,is_internet_provider,is_host_provider,website,source,source_url
telecom-110,110,Azintex.com,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-111,111,Redlink,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-112,112,Bronet,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-113,113,Go Line,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-114,114,Port Castle,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.bluetv.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-115,115,Crucel,company,MMC,Operator,yes,no,no,https://www.crucel.net,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-116,116,Adanet,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-117,117,Türk Telecom,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.aznetwork.net,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-118,118,Fiberon,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-119,119,Sazline,company,MMC,Operator,yes,no,no,https://www.sazline.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-120,120,Tvnet Telekom,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.tvnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-121,121,Yer Xsp,company,MMC,Host provayderi,no,no,yes,https://www.yer.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-122,122,Az. Starnet,company,MMC,"Operator, internet provayderi, host provayderi",yes,yes,yes,https://www.azstarnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-123,123,Metronet,company,MMC,"Operator, internet provayderi, host provayderi",yes,yes,yes,https://www.metronet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-124,124,Alfa Telekom,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.alfatelecom.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-125,125,Aze-Net,company,MMC,Host provayderi,no,no,yes,https://www.aze-net.com,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-126,126,Azerlink,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.azerlink.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-127,127,Paşa Technology,company,MMC,Host provayderi,no,no,yes,https://www.pasha-technology.com,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-128,128,Nit,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-129,129,İmaj,company,MMC,Host provayderi,no,no,yes,https://www.imaj.com.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-130,130,Azərbaycan Respublikasının Kosmik Agentliyi (Azərkosmos),company,PHŞ,İnternet provayderi,no,no,no,https://www.azercosmos.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-131,131,Proksi Fiber,company,MMC,İnternet provayderi,no,no,no,https://www.proksi.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-132,132,Vision Telecom,company,MMC,İnternet provayderi,no,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-133,133,Vorldtech Ltd,company,MMC,Operator,yes,no,no,https://www.vorldtech.info,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-134,134,Hostart,company,MMC,Host provayderi,no,no,yes,https://www.hostart.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-135,135,Azərikom-Ko Ltd,company,MMC,"Operator, internet provayderi",yes,yes,no,https://www.omniya.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-136,136,Fizza İnternet,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-137,137,Homenet,company,MMC,İnternet provayderi,no,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-138,138,Mobicom,company,MMC,İnternet provayderi,no,no,no,https://www.mobicom.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-139,139,Netim Telekom,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-140,140,Aznetvork,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-141,141,Aziko Group,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-142,142,Eynulla Səmədov Azər Oğlu,individual,,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-143,143,Niant,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-144,144,Ubnet,company,MMC,İnternet provayderi,no,no,no,https://www.optik.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-145,145,Soltech,company,MMC,"Operator, internet provayderi",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-146,146,Veiv Company,company,MMC,İnternet provayderi,no,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-147,147,NET-EKSPRESS,company,MMC,"Operator, internet provayder",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-148,148,AILƏMNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://ailemnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-149,149,SHEF GROUP,company,MMC,"Operator, internet provayder",yes,yes,no,https://shef.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-150,150,MAXINET,company,MMC,"Operator, internet provayder",yes,yes,no,https://maxinet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-151,151,TELE5,company,MMC,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-152,152,GİGABİT TELECOM,company,MMC,"Operator, internet provayder",yes,yes,no,https://gigabit.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-153,153,AZİNTELNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://azintelnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-154,154,ROBONET,company,MMC,"Operator, internet provayder",yes,yes,no,https://robonet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-155,155,SETNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://selnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-156,156,SMART OFFICE,company,MMC,"Operator, internet provayder",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-157,157,Naxçıvan MR İnternet və Yeni Texnologiyaların Tədrisi Mərkəzi,organization,,"Operator, internet provayder, host provayder",yes,yes,yes,https://nmincom.gov.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-158,158,AZNET TECHNOLOGIES,company,QSC,"Operator, internet provayder",yes,yes,no,https://az-net.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-159,159,ALNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://alnets.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-160,160,PROFIB,company,MMC,"Operator, internet provayder",yes,yes,no,https://proksi.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-161,161,VOLT İNTERNET,company,MMC,Operator,yes,no,no,https://voltnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-162,162,SFERA NET,company,MMC,Operator,yes,no,no,https://sferanet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-163,163,CASPIAN IT SERVICES,company,MMC,"Operator, internet provayder",yes,yes,no,https://caspiansat.com,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-164,164,NETAIR,company,MMC,İnternet provayder,no,no,no,https://netair.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-165,165,UMIDNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://umidnet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-166,166,ARAZNET TECHNOLOGIES,company,MMC,"Operator, internet provayder",yes,yes,no,https://araz-net.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-167,167,AZETEL,company,MMC,"Operator, internet provayder, host provayder",yes,yes,yes,https://azetel.com,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-168,168,AZERBAIJAN NETWORK SOLUTIONS,company,MMC,"Operator, internet provayder",yes,yes,no,https://ans.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-169,169,Telman Quliyev Tahir oğlu,individual,,Operator,yes,no,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-170,170,BRAVO TECHNOLOGIES,company,MMC,"Operator, internet provayder",yes,yes,no,https://bravotech.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-171,171,FIBERONLINE,company,MMC,"Operator, internet provayder",yes,yes,no,https://fiberonline.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-172,172,LINE SERVICES,company,MMC,Host provayder,no,no,yes,https://lineservices.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-173,173,GALAXYNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://galaxynet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-174,174,ABONNET,company,MMC,"Operator, internet provayder",yes,yes,no,https://proksi.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-175,175,AZTÜRK TELECOM,company,MMC,"Operator, internet provayder",yes,yes,no,https://azturk.net,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-176,176,BACKBONE TECHNOLOGY,company,MMC,"Operator, internet provayder",yes,yes,no,https://backbone.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-177,177,STARLINK AZERBAIJAN,company,MMC,"Operator, internet provayder",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-178,178,AZLINE TELECOM,company,MMC,"Operator, internet provayder",yes,yes,no,,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-179,179,IMPULSE,company,MMC,Operator,yes,no,no,https://impulse.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-180,180,AZERLINK TECHNOLOGIES,company,MMC,Operator,yes,no,no,https://azerlink-tech.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-181,181,XANNET,company,MMC,Operator,yes,no,no,https://backend.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-182,182,Elvin Şiriyev Rasim oğlu,individual,,Host provayder,no,no,yes,https://www.denizhost.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-183,183,EPRO.IO,company,MMC,Host provayder,no,no,yes,https://epro.io,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-184,184,INET,company,MMC,"Operator, internet provayder",yes,yes,no,https://i-net.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-185,185,MACRONET,company,MMC,"Operator, internet provayder",yes,yes,no,https://macronet.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-186,186,QTECH,company,MMC,İnternet provayder,no,no,no,https://qtech.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
telecom-187,187,TELE1,company,MMC,"Operator, internet provayder",yes,yes,no,https://tele1.az,az.wikipedia.org,https://az.wikipedia.org/wiki/Az%C9%99rbaycan_operator_v%C9%99_provayderl%C9%99rinin_siyah%C4%B1s%C4%B1
