id,company_name,phone,email,city,source,source_id,extra_json
travel-0074,Dermo Vita travel,,,Bakı,ew_travel_agencies_xlsx,3525602,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525602""], ""agent_codes"": [""Dermo Vita travel""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0075,Dermo Vİva travel,,,Bakı,ew_travel_agencies_xlsx,3525598,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525598""], ""agent_codes"": [""Dermo Vİva travel""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0076,Detox paket Walkin,,,Bakı,ew_travel_agencies_xlsx,2761977,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2761977""], ""agent_codes"": [""Detox paket Walkin""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0077,DOST TRAVEL,,,Bakı,turlar.az,turlar-0024,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/dost-travel-1172"", ""listings_count"": """", ""description_snippet"": ""DOST TRAVEL Turizm şirkəti 9 ildə göstərdiyi peşəkar xidmətlər ilə ( Ölkə daxili və xarici avtobus turlari""}"
travel-0078,Dəmirov Namik,,,Bakı,ew_travel_agencies_xlsx,2717131,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2717131""], ""agent_codes"": [""Taksi Dəmirov Namik""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0079,Easy Fly Travel,,,Bakı,turlar.az,turlar-0025,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/easy-fly-travel-1391"", ""listings_count"": """", ""description_snippet"": ""Peşəkar tur menecerlərimiz viza dəstəyi,turpaket,bilet və otel rezervasiya xidmətlərini uğurla və güvənl""}"
travel-0080,Eco Travel,,,Bakı,turlar.az,turlar-0026,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/eco-travel-1404"", ""listings_count"": """", ""description_snippet"": ""Şirkətimiz 8 ildi fəaliyyətdədir.Hal hazırda şirkətimiz də həm daxili həm də xarici turlarımız mövcüddur""}"
travel-0081,Eko Travel,,,Bakı,turlar.az,turlar-0027,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/eko-travel-1284"", ""listings_count"": ""52"", ""description_snippet"": ""&quot;Eko Travel&quot; sizlər üçün Daxili və Xarici Turlar, Şuşa Turu, Aviabletlər,otel rezervasyonları""}"
travel-0082,Ekspres Travel,(070) 7035544,,Bakı,turlar.az,turlar-0028,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/ekspres-travel-1371"", ""listings_count"": ""13"", ""description_snippet"": ""Daxili turlar""}"
travel-0083,Ekvator Tourism,,,Bakı,ew_travel_agencies_xlsx,2165212,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2165212"", ""2165214""], ""agent_codes"": [""Ekvator Tourism leisure"", ""Ekvator Tourism medical""], ""rate_codes"": [""Daily Rates"", ""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0084,Elbrus Abbasov,+994503423146,,Bakı,ew_travel_agencies_xlsx,2253079,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2253079""], ""agent_codes"": [""Taksi Elbrus Abbasov""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0085,Elm Travel,0503218800,,Bakı,ew_travel_agencies_xlsx,2287562,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2287562""], ""agent_codes"": [""Elm Travel medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [""LEYLA JAFAROVA""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0086,Emil Babayev medical,,,Bakı,ew_travel_agencies_xlsx,3578283,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3578283""], ""agent_codes"": [""Emil Babayev medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0087,Empathy Travel,,,Bakı,turlar.az+trippost.az,turlar-0029,"{""sources"": [""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/empathy-travel-1346"", ""listings_count"": """", ""description_snippet"": ""Xidmətlərimiz: Ölkə daxili və xarici turlar, viza, transfer, VİP turlar və s. məlumat üçün əlaqə saxlay"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/empathy-travel/""]}, ""slug"": ""empathy-travel"", ""tagline"": """"}"
travel-0088,Empire Caucasus,,,Bakı,ew_travel_agencies_xlsx,2285443,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2285443""], ""agent_codes"": [""Empire Caucasus leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [""Günel Məmmədyarova""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0089,Enjoy Holiday,,,Bakı,ew_travel_agencies_xlsx,2177306,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2177306""], ""agent_codes"": [""Enjoy Holiday leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [""Elbrus Ağalarov""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0090,ERATUR,,,Bakı,trippost.az,trippost-0028,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/eratur/"", ""slug"": ""eratur"", ""tagline"": """"}"
travel-0091,Esma Travel,,,Bakı,trippost.az,trippost-0029,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/esma-travel/"", ""slug"": ""esma-travel"", ""tagline"": """"}"
travel-0092,Estoniya tur,,,Bakı,ew_travel_agencies_xlsx,2535392,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2535392""], ""agent_codes"": [""Estoniya tur""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0093,EVA TRAVEL,,,Bakı,turlar.az+trippost.az,turlar-0030,"{""sources"": [""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/eva-travel-326"", ""listings_count"": """", ""description_snippet"": ""EVA TOURISM şirkəti artıq 11 ildir ki, sizə daha yaxşı xidmət göstərmək məqsədi ilə durmadan çalışır"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/eva-travel/""]}, ""slug"": ""eva-travel"", ""tagline"": """"}"
travel-0094,Exclusive Travel Baku,,,Bakı,trippost.az,trippost-0025,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/exclusive-travel-baku/"", ""slug"": ""exclusive-travel-baku"", ""tagline"": """"}"
travel-0095,EXELY.COM,,,Bakı,ew_travel_agencies_xlsx,2434579,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2434579""], ""agent_codes"": [""EXELY.COM""], ""rate_codes"": [""Booking.com""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0096,Exotic Tour&Travel Company,,,Bakı,trippost.az,trippost-0026,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/exotic-tourtravel-company/"", ""slug"": ""exotic-tourtravel-company"", ""tagline"": """"}"
travel-0097,Expedia,,,Bakı,ew_travel_agencies_xlsx,3558579,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3558579""], ""agent_codes"": [""Expedia""], ""rate_codes"": [""Booking.com""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0098,Exspess MMC,,,Bakı,ew_travel_agencies_xlsx,3632766,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3632766""], ""agent_codes"": [""Exspess medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [true], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0099,Facebook kupon,,,Bakı,ew_travel_agencies_xlsx,3563158,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3563158""], ""agent_codes"": [""Facebook kupon""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0100,Falcon travel,,,Bakı,ew_travel_agencies_xlsx,2604714,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2604714""], ""agent_codes"": [""Falcon Travel medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0101,Fan Travel MMC,,,Bakı,turlar.az,turlar-0031,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/fan-travel-mmc-1266"", ""listings_count"": """", ""description_snippet"": ""Peşəkar tur menecerlərimiz viza dəstəyi,turpaket,bilet və otel rezervasiya xidmətlərini uğurla və güvənl""}"
travel-0102,Fartour Travel MMC,,,Bakı,trippost.az,trippost-0031,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/fartour-travel-mmc/"", ""slug"": ""fartour-travel-mmc"", ""tagline"": """"}"
travel-0103,Fecebook Dermo paket,,,Bakı,ew_travel_agencies_xlsx,3525462,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525462""], ""agent_codes"": [""Fecebook Dermo paket""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0104,Fecebook medical,,,Bakı,ew_travel_agencies_xlsx,2708042,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2708042"", ""3525463""], ""agent_codes"": [""Facebook  medical"", ""Fecebook medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0105,Finance Travel,,,Bakı,turlar.az,turlar-0032,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/finance-travel-1348"", ""listings_count"": """", ""description_snippet"": ""Bizə müraciət edərək otel, bilet, sığorta, hazır turlar və viza dəstəyi əldə edə bilərsiniz. İStirahətiniz""}"
travel-0106,FIRST TOUR,,,Bakı,turlar.az,turlar-0033,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/first-tour-1380"", ""listings_count"": """", ""description_snippet"": ""Ölkədaxili turların təşkili""}"
travel-0107,Fly Agent Travel,,,Bakı,trippost.az,trippost-0032,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/fly-agent-travel/"", ""slug"": ""fly-agent-travel"", ""tagline"": """"}"
travel-0108,Fly Tour MMC,,,Bakı,trippost.az,trippost-0033,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/fly-tour-mmc/"", ""slug"": ""fly-tour-mmc"", ""tagline"": """"}"
travel-0109,Flykhiva medical,,,Bakı,ew_travel_agencies_xlsx,2703241,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2703241""], ""agent_codes"": [""Flykhiva medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0110,Four Ways Travel,,,Bakı,turlar.az,turlar-0034,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/four-ways-travel-1176"", ""listings_count"": """", ""description_snippet"": ""&quot;Four Ways Travel , Azərbaycanın turistik gözəlliklərini kəşf edənlər üçün ideal bir şirkətdir""}"
travel-0111,Frisaga,,,Bakı,trippost.az,trippost-0034,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/frisaga/"", ""slug"": ""frisaga"", ""tagline"": """"}"
travel-0112,Gala Tours Travel,,,Bakı,turlar.az,turlar-0035,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/gala-tours-travel-1280"", ""listings_count"": """", ""description_snippet"": ""Ölkədaxili və Ölkəxarici turların təşkili Turlar, Aviabilet , Camping Dini Turlar və Məktəbli turlar""}"
travel-0113,GEDƏK GƏZƏK,,,Bakı,turlar.az,turlar-0036,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/gedek-gezek-1410"", ""listings_count"": """", ""description_snippet"": ""Ölkədaxili bütün növ turların sərfəli qiymət və yüksək keyfiyyəti ilə xidmətinizdəyik""}"
travel-0114,Get Travel,,,Bakı,trippost.az,trippost-0035,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/gettravel/"", ""slug"": ""gettravel"", ""tagline"": """"}"
travel-0115,Ginza Travel,,,Bakı,ew_travel_agencies_xlsx+turlar.az,2177312,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2177312""], ""agent_codes"": [""Ginza Travel leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [""Fidan Qurbanova""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx"", ""turlar.az""], ""profile_url"": ""https://turlar.az/me/ginza-travel-1312"", ""listings_count"": """", ""description_snippet"": ""2017-dən sizinlə - Səyahət hər kəsin haqqıdır !""}"
travel-0116,GlobalTours369,,,Bakı,trippost.az,trippost-0036,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/globaltours369/"", ""slug"": ""globaltours369"", ""tagline"": """"}"
travel-0117,GO HOLİDAY TRAVEL,,,Bakı,turlar.az+trippost.az,turlar-0038,"{""sources"": [""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/go-holiday-travel-752"", ""listings_count"": ""10"", ""description_snippet"": ""? GO HOLIDAY TRAVEL MMC ? Daxili və Xarici Turlar ✨ Yüksək səviyyədə xidmət ? Rəsmi ofisə sahib şirkə"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/go-holiday-travel/""]}, ""slug"": ""go-holiday-travel"", ""tagline"": """"}"
travel-0118,Go Sanatorium,,,Bakı,ew_travel_agencies_xlsx,3547991,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3547991""], ""agent_codes"": [""Go Sanatorium medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [""Ramil Murtuzayev""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0119,Grand Rent A Car,,,Bakı,turlar.az,turlar-0039,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/grand-rent-a-car-1345"", ""listings_count"": ""20"", ""description_snippet"": ""Baki şəhərində fəaliyyət göstərən avtomobil kirayəsi və icarəsi xidmətindən bizim Rent a Car-dan faydalanın""}"
travel-0120,Granit AS medical,,,Bakı,ew_travel_agencies_xlsx,2554583,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2554583""], ""agent_codes"": [""Granit As medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0121,Granit AS Travel,,,Bakı,turlar.az+trippost.az,turlar-0040,"{""sources"": [""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/granit-as-travel-287"", ""listings_count"": ""3"", ""description_snippet"": ""Aviabiletlər, Hotellər, Sanatoriyalar, Daxili və xarici turlar, Viza xidmətləri, Ekskursiyalar, Ren"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/granitas/""]}, ""slug"": ""granitas"", ""tagline"": """"}"
travel-0122,Green Apple MICE & Leisure Travel,,,Bakı,trippost.az,trippost-0039,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/green-apple-mice-leisure-travel/"", ""slug"": ""green-apple-mice-leisure-travel"", ""tagline"": """"}"
travel-0123,Greenwich medical,,,Bakı,ew_travel_agencies_xlsx,3047392,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3047392""], ""agent_codes"": [""Greenwich medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0124,GS Travel Agency,,,Bakı,trippost.az,trippost-0040,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/gs-travel-agency/"", ""slug"": ""gs-travel-agency"", ""tagline"": """"}"
travel-0125,GTT Travel,,,Bakı,trippost.az,trippost-0041,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/gtt-travel/"", ""slug"": ""gtt-travel"", ""tagline"": """"}"
travel-0126,Happy Trips,0703080330,,Bakı,ew_travel_agencies_xlsx,2177318,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2177318"", ""2184546""], ""agent_codes"": [""Happy Trips leisure"", ""Happy Trips medical""], ""rate_codes"": [""Daily Rates"", ""Medical Rates (medikal +FB)""], ""sales_reps"": [""Janna Tahirova""], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0127,HAROP TRAVEL,(050) 9888088,,Bakı,turlar.az,turlar-0041,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/harop-travel-1316"", ""listings_count"": ""4"", ""description_snippet"": ""Ölkədaxili Turların təşkili,Ölkədaxili Bütün Hoteller üçün Rezervasiya xidməti,Ölkədaxili və Ölkəxaric""}"
travel-0128,Health Tour-Naftalan,+994558068436,,Bakı,ew_travel_agencies_xlsx,2147501,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2147501"", ""2147500""], ""agent_codes"": [""Health Tour-Naftalan leisure"", ""Health Tour-Naftalan medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [""Ləman Tanırverdiyeva""], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0129,Healthy Sanatoriums,+994505747515,,Bakı,ew_travel_agencies_xlsx,2117234,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2117234""], ""agent_codes"": [""Healthy Sanatoriums leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [""Ceyhunə Mehdiyeva""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0130,Hicrət Tour,(070) 2558807,,Bakı,turlar.az,turlar-0042,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/hicret-tour-1397"", ""listings_count"": ""13"", ""description_snippet"": ""Həcc və Ümrə ziyarətlərinin təşkili""}"
travel-0131,HISAR TOUR,(077) 2091000,,Bakı,turlar.az,turlar-0043,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/hisar-tour-1204"", ""listings_count"": ""1"", ""description_snippet"": ""İnanc yönümlü bir şirkət olaraq. Allahın və Rəsulunun qonaqlarına xidmət şüuru ilə dünya müsəlmanların""}"
travel-0132,Həmkarlar İttifaqı,,,Bakı,ew_travel_agencies_xlsx,2547769,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2547769""], ""agent_codes"": [""Həmkarlar""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0133,Həmkarlar İttifaqı Konfederasiyasi,,,Bakı,ew_travel_agencies_xlsx,2547763,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2547763""], ""agent_codes"": [""Həmkarlar İttifaqı  Konfederasiyası""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0134,Inovation Art and Travel Center,,,Bakı,trippost.az,trippost-0044,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/inovation-art-and-travel-center/"", ""slug"": ""inovation-art-and-travel-center"", ""tagline"": """"}"
travel-0135,İlham Musayev,0706910540,,Bakı,ew_travel_agencies_xlsx,2243842,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2243842""], ""agent_codes"": [""Taksi İlham Musayev""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0136,İMPERATOR TRAVEL,(055) 4758808,,Bakı,turlar.az,turlar-0045,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/imperator-travel-1247"", ""listings_count"": ""40"", ""description_snippet"": ""&#039;İMPERATOR TRAVEL&quot; sizlər üçün ölkədaxili 1 , 2 və 3 günlük, məktəbli və qrup turları kim""}"
travel-0137,İMPERİAL TRAVEL,(055) 2005215,,Bakı,turlar.az,turlar-0046,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/imperial-travel-1442"", ""listings_count"": ""45"", ""description_snippet"": ""Xarici və daxili turlar ;Ölkədaxili və Dünya üzrə otellərin rezervasiyası &amp; satışı, Aviabiletləri""}"
travel-0138,İnstagram,,,Bakı,ew_travel_agencies_xlsx,2337129,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2337129"", ""2277436""], ""agent_codes"": [""İnstagram leisure"", ""İnstagram medical""], ""rate_codes"": [""Daily Rates"", ""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0139,İnşaat -kommersiya medical,,,Bakı,ew_travel_agencies_xlsx,3590132,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3590132""], ""agent_codes"": [""İnşaat-kommersiya medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0140,İZZ Travel,,,Bakı,ew_travel_agencies_xlsx+turlar.az+trippost.az,2177297,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2177297""], ""agent_codes"": [""İZZ Travel leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [""Leyla Piriyeva""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx"", ""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/izz-travel-1276"", ""listings_count"": """", ""description_snippet"": ""Bütün dünya üzrə aviabiletlərin satışı, Otellərin bronlaşdırılması, sanatoriyalarin rezervasiyası, viz"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/izz-travel/""]}, ""slug"": ""izz-travel"", ""tagline"": """"}"
travel-0141,Jasmin Travel,,,Bakı,trippost.az,trippost-0046,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/jasmin-travel/"", ""slug"": ""jasmin-travel"", ""tagline"": """"}"
travel-0142,Jeluxe Travel.,,,Bakı,turlar.az,turlar-0047,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/jeluxe-travel-215"", ""listings_count"": ""15"", ""description_snippet"": ""Xarici Turlar Daxili Turlar Transfer Xidmeti Aviabiletlerin satishi Dunyanin istenilen yerine bilet v""}"
travel-0143,Kainat Travel,,,Bakı,trippost.az,trippost-0047,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/kainat-travel/"", ""slug"": ""kainat-travel"", ""tagline"": """"}"
