brand_name,legal_name,city,address,lat,lng,phone,email,website,voen,stars_grade,tims_status,tims_id,tims_rating,insurance,service_languages,subcategory,sources,azeritour_url,description,pms_detected,pms_confidence,booking_signals,photo_url,created_at,updated_at
ISTAMBUL GOLD,ISTAMBUL GOLD,Baku,"İstanbul Gold Hotel, Mirali Gashgai, Baku, Azerbaijan",40.3977916,49.841197,994552457844,Sarxan_Rasulov@mail.ru,,1405726361,,APPROVED,66053ecde4f5ddcab3cd9d0b,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240328135628t-r0000105273,2024-03-28T09:56:29.285Z,2025-04-29T11:56:56.486Z
IVY Garden Hotel,IVY Garden Hotel,Baku,"Jalil Mammadguluzadeh, Baku, Azerbaijan",40.3924633,49.8281893,994552080440,sales@ivygarden.az,,1505973001,,APPROVED,64c37e38c29cd31ed9783b23,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230728123712t-r0000187865,2023-07-28T08:37:12.936Z,2025-04-29T11:56:56.486Z
InterContinental Baku,InterContinental Baku,Baku,"31 Zərifə Əliyeva Küçəsi, Səbail, Bakı, Azerbaijan",40.3699435,49.8421683,994125259933,info@icbaku.com,,1501989691,A,APPROVED,6867aa77ae905d201d97b951,5,No,,Şəhər Hoteli,TIMS + azeritour.az,https://azeritour.az/dubai-international-hotel-baku/,Карта сайта,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20221019094611t-r0000118675,2025-07-04T10:18:31.642Z,2025-10-31T06:36:30.957Z
JW MARRIOTT,JW MARRIOTT,Baku,"404 Azadliq Avenue, Baku, Azerbaijan",40.3932551,49.8412811,994124998888,movsum.mammadov@marriott.com,https://www.jwmarriottbaku.az/,1700992161,,APPROVED,64d0d8f914f58db1e9891b2f,5,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230802153826t-r0000179290,2023-08-07T11:43:53.810Z,2025-04-29T11:56:56.486Z
Joyy Hotel,Joyy Hotel,Baku,"Baku, Azerbaijan, Rustam Rustamov 54q",40.4050832,49.9327001,994503694444,info@joyyhotel.com,https://joyyhotel.com,1805060912,,APPROVED,645a56a76506cef40b9dcb75,4,No,,,TIMS + azeritour.az,https://azeritour.az/joy_hotel_spa,"Joyy Hotel & Spa — отель, находится на расстоянии 8 км от центра Баку, на Низаминском районе, рядом с парком имени Гейдар Алиева. От гостиницы , которая открылась в 2016 году международного аэропорта 18 км. Предлагает все возможные услуги, такие как SPA-центр, ресторан, фитнес клуб и прекрасные номера. Гостеприимство на высоком уровне, которая присущи Азербайджану. Номера отеля Joyy Hotel & Spa Номера отеля имеют прекрасный дизайн, наивысший комфорт и большой перечень услуг. Все они делятся на несколько категорий. В общей сложности в отеле Joy Hotel & Spa 32 номера. Все номера оснащены кондиционерами, личным сейфом, спутниковым телевидением, LCD телевизором, бесплатный доступ интернету (Wi-Fi), прямую телефонную связь, противопожарная защита, отдельные душевые комнаты, ванные комнаты, сушилка и многое другое. 22 — Single Standard rooms — стандартный для одного человека (24 m²) 7 — Double Standard room — стандартный на два человека (24 m²) 3 — Suites Room — столовая+спальная (55 m²) Услуги отеля Имеется обслуживание номеров 24 часа. Обязательно посетите SPA-центр отеля Joy Hotel & Spa , котором доступна: турецкая баня, русская баня, крытый бассейн, фитнес-зал, джакузи. Не забудьте п",Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230509182023t-r0000187340,2023-05-09T14:20:23.227Z,2025-04-29T11:56:56.486Z
KAPRİS OTEL,KAPRİS OTEL,Baku,"Baku, Azerbaijan",40.40926169999999,49.8670924,994508387575,ayxan.vn@mail.ru,,1405054612,,APPROVED,661fea7be4f5ddcab3cdbdd9,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240417192755t-r0000123203,2024-04-17T15:27:55.624Z,2025-04-29T11:56:56.486Z
KHAGANİ HOTEL,KHAGANİ HOTEL,Baku,"Xaqani Ticarət Mərkəzi, Khagani Street, Baku, Azerbaijan",40.3720959,49.8395788,994517699408,khaghanicenterhotel@gmail.com,,1304931802,,APPROVED,651fc61ac29cd31ed97868a1,1,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231006123225t-r0000190953,2023-10-06T08:32:26.837Z,2025-04-29T11:56:56.486Z
KHAZAR GOLDEN BEACH,KHAZAR GOLDEN BEACH,Baku,"Bakı şəhəri, Mardakan, Azerbaijan",40.4432207,50.1137216,994502225511,behbudibra@gmail.com,,2005360242,,APPROVED,64c39edbc29cd31ed9783c6e,,No,,,TIMS + azeritour.az,https://azeritour.az/khazar_golden_beach_hotel,"Khazar Golden Beach Hotel — если вы решили посетить Баку и поселится у моря, то отель предоставит вам такую возможность. Данный отель расположен в поселке Мардаканы, и совсем близко Каспийское море. Комфортно тут будет как туристу так и для бизнес людей. Обученный персонал гостиницы отличается приветливостью, а само заведение высоким качеством услуг и отличной панорамой на море. Вы можете остановиться в одном из 12 люксовых номеров, каждая из которых имеет гостевую комнату и джакузи. Отель предлагает услуги фитнесс центра, есть сауна и большой бассейн. В общей сложности 49 номеров, оборудованы телефонной линией, мини-бар, фен, кабельное ТВ и многое другое.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230728145627t-r0000107238,2023-07-28T10:56:27.425Z,2025-04-29T11:56:56.486Z
KILIM HOTEL,KILIM HOTEL,Baku,"Baku, Azerbaijan",40.40926169999999,49.8670924,994125042566,elchin.huseyn@yahoo.com,,1406776201,,APPROVED,66bdc2b4920d986c24775a3a,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240815125620t-r0000141498,2024-08-15T08:56:20.886Z,2026-01-07T19:16:45.463Z
KILIM OTEL,KILIM OTEL,Baku,"21/25 Sabir Street, Baku, Azerbaijan",40.3681752,49.8355223,+994103689622,elchin.huseyn@yahoo.com,,1407312072,,APPROVED,69a6a4b00954c909d51081f7,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260303130656t-r0000136519,2026-03-03T09:06:56.225Z,2026-03-12T12:37:56.504Z
Karat İnn Boutique,Karat İnn Boutique,Baku,"175 Süleyman Rəhimov küç., Baku, Azerbaijan",40.3798436,49.8448717,994517003818,karatinnboutiquehotel@gmail.com,https://karatinnhotel.az/,1308036912,5,APPROVED,660fec951c96696a2b5f8395,,No,,,TIMS + azeritour.az + azeritour.az + azeritour.az,https://azeritour.az/sultan_inn_butik_otel,Карта сайта,TravelLine; 1C,website_scan,TravelLine; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240405121603t-r0000120096,2024-04-05T12:20:37.775Z,2025-04-29T11:56:56.486Z
Kichik Gala Hotel,,Baku,"| azeritour × Обратная связь Пляжи Хостелы Туристический сайт Азербайджана, новости туризма Меню сайта Главная Новости В",,,,,http://gmpg.org/xfn/11,,,,,,,,,azeritour.az,https://azeritour.az/kichik_gala_hotel,"Kichik Gala Hotel — это бутик-отель, который расположен в старой части города Баку — Ичери Шехер. Имеет незабываемый и прекрасный вид на Каспийское море. Это прекрасный отель, который соответствует всем международным стандартам. Гостиница бизнес класса расположен всего в 20 минутах езды от международного аэропорта имени «Гейдара Алиева». Также в нескольких шагах расположены важные деловые центры города. Это изысканный и элегантный отель находится в нескольких минутах ходьбы бакинского бульвара, от филармонии. Совсем рядом находится Девичья Башня и другие достопримечательности Баку. Номера Kichik Gala Hotel Номера очень комфортные и царит очаровательная атмосфера. Это уникальное заведения, в котором можно сочетать бизнес и отдых. Отель в «Старом Городе» предлагает 13 комфортабельных номеров с расслабляющими спальнями комнатами и с отличным панорамным видом. Гостиница предлагает комфортных 10 номеров люкс, 3 номера класса люк. В номерах индивидуальный контроль температуры, мини-бар, телефонная линия. Помимо этого, высокоскоростной беспроводной доступ в Интернет, международной связи и спутниковое ТВ каналами.",,,,,,
Kristal Hotel,Kristal Hotel,Baku,"Rəşid İsmayılov, Baku, Azerbaijan",40.4204577,49.8008583,994124062414,gm@kristalhotel.az,,1006817661,,APPROVED,6461dac49bff11407fb69360,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230515110956t-r0000191155,2023-05-15T07:09:56.266Z,2025-04-29T11:56:56.486Z
Kristal inn Hotel,Kristal inn Hotel,Baku,"Feyzulla Qasımzadə, Baku, Azerbaijan",40.3959837,49.8385519,994506004650,gm@kristalinnhotel.az,https://www.kristalinnhotel.az/,1405584291,,APPROVED,6461d8ac9bff11407fb6934d,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230515110100t-r0000183134,2023-05-15T07:01:00.408Z,2025-04-29T11:56:56.486Z
LA CASA NİZAMİ,LA CASA NİZAMİ,Baku,"Səbail, Baku, Azerbaijan",40.3335274,49.8250442,994507901414,consulting.ab.group@gmail.com,,2007684472,,APPROVED,64c3ab12c29cd31ed9783d2f,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230728154833t-r0000134310,2023-07-28T11:48:34.016Z,2025-04-29T11:56:56.486Z
LA CORNE hotel,LA CORNE hotel,Baku,"Nərimanov, Baku, Azerbaijan",40.4091235,49.8647652,994554780444,ziya.aliyev@lacornehotel.com,,2906693542,,APPROVED,645e11a12356a677c8b6b0a0,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230510194227t-r0000149968,2023-05-12T10:14:57.653Z,2025-04-29T11:56:56.486Z
LAKE HOTEL,LAKE HOTEL,Baku,"Lake Hotel, Baku, Azerbaijan",40.4659889,49.79703319999999,994995772121,lake.hotel@mail.ru,,1007382642,,APPROVED,65f19cf528b53d1e386f5f02,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240313163253t-r0000110807,2024-03-13T12:32:53.449Z,2025-04-29T11:56:56.486Z
LARA HOTEL,LARA HOTEL,Baku,"1 Əhməd Rəcəbli, Nərimanov, Baku, Azerbaijan",40.4096019,49.862402,994705002464,rz_82@mail.ru,,1905443062,,APPROVED,657ff9c784147ef39f3c0cb0,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231218115031t-r0000115324,2023-12-18T07:50:31.061Z,2025-04-29T11:56:56.486Z
London Hotel,London Hotel,Baku,"21/26 Rasul Rza, Bakı, Azerbaijan",40.3725301,49.8387527,994557200707,sk7group@gmail.com,,1703612312,,APPROVED,661d238ce4f5ddcab3cdb5d0,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240415165434t-r0000185850,2024-04-15T12:54:36.342Z,2025-04-29T11:56:56.486Z
MADISON,MADISON,Baku,"116c Azadliq Avenue, Baku, Azerbaijan",40.4016482,49.8379638,994506686633,info@madisonbaku.com,https://madisonbaku.com/az/,2905876812,,APPROVED,645de3ed2356a677c8b6a18c,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230511122347t-r0000193420,2023-05-12T06:59:57.770Z,2025-04-29T11:56:56.486Z
MARDAKAN VILLAGE,MARDAKAN VILLAGE,Baku,"Bakı şəhəri, Mərdəkan, Azerbaijan",40.4432207,50.1137216,994512337392,taxes@tmtxidmetleri.az,,1203326361,,APPROVED,64f9c45ec29cd31ed9785bf7,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230907163854t-r0000147114,2023-09-07T12:38:54.731Z,2025-04-29T11:56:56.486Z
MODERN HOTEL,MODERN HOTEL,Baku,"Modern Hotel - Baku, Mirali Gashgai, Baku, Azerbaijan",40.4026593,49.8393117,994502458844,Sarxan_Rasulov@mail.ru,,1405726361,4,APPROVED,661d29cae4f5ddcab3cdb66a,,No,,Şəhər Hoteli,TIMS + azeritour.az,https://azeritour.az/modern_hotel_baku,"Modern Hotel Baku — это четырехзвездочный отель который идеально подойдет как бизнесменам, так и туристов посещающих Баку. Прекрасное расположение отеля делает его удобным для всех гостей. Отель расположен на улице Мирали Гашгай, это центр Баку, что позволяет гостям комфортно добраться до международного аэропорта, до основных торговых и коммерческих центров города. Также туристам будет легко добирать до основных достопримечательностей Баку . Гостиница может похвастаться своими обставленными и комфортабельными номерами.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240415172113t-r0000159603,2024-04-15T13:21:14.400Z,2025-04-29T11:56:56.486Z
MOLOKAN İNN HOTEL,MOLOKAN İNN HOTEL,Baku,"Molokan Inn Hotel, Baku, Azerbaijan",40.3716878,49.8410463,994124045123,info@molokaninn.az,https://molokaninn.az,1701096391,,APPROVED,64f075cdc29cd31ed9785ad9,,No,,Şəhər Hoteli,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230831151317t-r0000120919,2023-08-31T11:13:17.670Z,2025-04-29T11:56:56.486Z
MY LİFE HOTEL,MY LİFE HOTEL,Baku,"Baku, Azerbaijan",40.40926169999999,49.8670924,994553757580,ayxanagayev1989@gmail.com,,0201276442,,APPROVED,65df0b06e4f5ddcab3cd7aa4,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240228142926t-r0000148586,2024-02-28T10:29:26.687Z,2025-04-29T11:56:56.486Z
Maajid Hotel,Maajid Hotel,Baku,"Maajid Hotel & Restaurant, Baku, Azerbaijan",40.3656386,49.8328125,994124922101,info@maajidhotel.az,http://www.maajidhotel.az,2005246272,,APPROVED,645d33529bff11407fb68d7b,,No,,Butik Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230511222626t-r0000176395,2023-05-11T18:26:26.896Z,2025-04-29T11:56:56.486Z
Maestro Hotel Baku,Maestro Hotel Baku,Baku,"Bakı Avropa Liseyi, Leopold və Mstislav Rostropoviçlər, Bakı, Azərbaycan",40.3698114,49.8276783,994559180012,salesmaestrohotel@gmail.com,https://maestrohotel.az/,1405883731,,APPROVED,65e8529ce4f5ddcab3cd809a,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240306152516t-r0000154158,2024-03-06T11:25:16.617Z,2025-04-29T11:56:56.486Z
Manor Hotel,Manor Hotel,Baku,"Manor Hotel Baku 4 звезды, Шамиль Камилов 7, Baku, Azerbaijan",40.4092073,49.9659004,994125659499,Farid.abdullayev092@gmail.com,https://www.booking.com/hotel/az/manor-kirov,2603932172,,APPROVED,659d3361ac6a950c2ed20072,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240109155201t-r0000165246,2024-01-09T11:52:01.561Z,2025-04-29T11:56:56.486Z
Marine İnn Hotel Baku,Marine İnn Hotel Baku,Baku,"62 Neftchilar Avenue, Baku, Azerbaijan",40.37257710000001,49.85913129999999,994124980644,gm@marine-innbaku.com,,1703309981,,APPROVED,65dddb99e4f5ddcab3cd78f1,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240227165449t-r0000141934,2024-02-27T12:54:49.589Z,2025-04-29T11:56:56.486Z
Marriott Baku Boulevard Hotel,Marriott Baku Boulevard Hotel,Baku,"Xəqani Rüstəmov, Baku, Azerbaijan",40.3839292,49.880029,994512819923,info@boulevardhotel.com,https://marriott-hotels.marriott.com/,1402872891,,APPROVED,64b507c014f58db1e98608a0,5,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230717132000t-r0000154085,2023-07-17T09:20:00.718Z,2025-04-29T11:56:56.486Z
Mensen Hotel,Mensen Hotel,Baku,"Mensen Hotel Baku, 2 Əhməd Rəcəbli, Baku, Azerbaijan",40.4095667,49.8616672,994555511851,mensenhotel@mail.ru,https://www.instagram.com/mensenhotelbaku/,1904791521,,APPROVED,65dc96cce4f5ddcab3cd779a,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240226174900t-r0000167832,2024-02-26T13:49:00.864Z,2025-04-29T11:56:56.486Z
"Mercure hotels, Accor","Mercure hotels, Accor",Baku,"Baku, Azerbaijan Ismayil Kutkashenli st 119",40.3727714,49.8208268,994125250405,kamran.kazimov@accor.com,https://all.accor.com/hotel/C0F2/index.en.shtml,2002724971,,APPROVED,65cdc3faac6a950c2ed21684,,No,,Şəhər Hoteli,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240215115746t-r0000190566,2024-02-15T07:57:46.209Z,2025-04-29T11:56:56.486Z
Merida Hotel,Merida Hotel,Baku,"108 Mammad Araz, Baku, Azerbaijan",40.4067318,49.84584659999999,994502035575,info@merida.az,https://www.merida.az/,2000829212,,APPROVED,65ddc7fee4f5ddcab3cd7883,,No,,Şəhər Hoteli,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240227153110t-r0000156898,2024-02-27T11:31:10.630Z,2025-04-29T11:56:56.486Z
MidCity Hotel,MidCity Hotel,Baku,"7 Şövkət Ələkbərova, Baku, Azerbaijan",40.3623676,49.8327136,994502822880,celalpma@gmail.com,,1703060332,,APPROVED,65f1ae1428b53d1e386f6bea,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230517142414t-r0000158827,2024-03-13T13:45:56.013Z,2025-04-29T11:56:56.486Z
Midtown Hotel Baku,Midtown Hotel Baku,Baku,"103 Səməd Vurğun, Baku, Azerbaijan",40.3828908,49.8381816,994553101515,info@midtownhotel.az,http://www.midtownhotel.az/,1702529041,,APPROVED,66212a8a939c32557028af76,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230519180635t-r0000138574,2024-04-18T14:13:30.971Z,2025-10-31T08:01:29.301Z
Miraj hotel,Miraj hotel,Baku,"Hüseyn Cavid Prospekti, Baku, Azerbaijan",40.3754734,49.8158323,994125106951,info@mirajhotel.az,https://mirajhotel.az/,1801940652,,APPROVED,643a8891c7a6a5b6924fe31a,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230415152049t-r0000138215,2023-04-15T11:20:49.671Z,2025-04-29T11:56:56.486Z
Mirror Hotel,Mirror Hotel,Baku,"Tabriz Xaili Rza Oghlu, Baku, Azerbaijan",40.3732154,49.834137,994502518333,welcome@themirrorbaku.com,,1308754032,,APPROVED,66113b90e4f5ddcab3cdaeb3,,No,,Butik Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240406160952t-r0000117814,2024-04-06T12:09:52.674Z,2025-04-29T11:56:56.486Z
Mont İnn Otel,Mont İnn Otel,Baku,"26 A Ağa Nemətulla, Baku, Azerbaijan",40.3976206,49.8779267,+994512481919,humayagayevar@gmail.com,,1008913992,,APPROVED,698375030362992fc775a733,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260220144447t-r0000167683,2026-02-04T16:34:11.451Z,2026-02-25T16:44:09.253Z
Moss Art Hotel,Moss Art Hotel,Baku,"15 İslam Səfərli, Baku 1005, Azerbaijan",40.3711152,49.8356501,994705950345,fidan.muradova@netfinance.az,https://booking.com/hotel/az/moss-art-boutique.en,1402420782,5,APPROVED,64bfcad6c29cd31ed97831b5,,No,,Şəhər Hoteli,TIMS + azeritour.az,https://azeritour.az/ambassador_hotel_baku,"Ambassador Hotel Baku — приглашает нас в иной мир, туда где вас ждет комфорт с одной стороны и роскошь с другой. Пятизвездочная гостиница Амбассадор Baku стоит на ряду с лучшими гостиницами своего уровня в Азербайджане. Со вкусом украшенные комнаты в европейском стиле так и манит нас остаться тут навсегда. Ambassador Hotel Baku предоставляет гостю на выбор из 58 невероятно красивых апартаментов, просторные, удобные комнаты которые оснащены с односпальной или с двуспальной кроватью, также в номерах присутствует двухместные диваны. Эти изящно оформленные номера имеют отличительно европейский дизайн. Независимо от того в каком номере Амбассадло вас поселили, у посетителя будет круглосуточный бесплатный интернет, кондиционер, Wi-Fi, кабельное телевидение с со многими международными каналами, мини-бар, сейф. В ванной джакузи, для деловых переговоров конференц-зал, фитнес-центр, бассейн. В ресторанах вы можете отведать кулинарные творения турецкой, национальной и европейской кухни. Ниже представим вам рестораны и бары, которые готовы к вашим услугам.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230725171501t-r0000112570,2023-07-25T13:15:02.512Z,2025-04-29T11:56:56.486Z
Murad Otel,Murad Otel,Baku,"Sədərək T/M., Sədərək-Lökbatan yolu, Azerbaijan",40.326883,49.77863259999999,994507976344,ramid.maharramov@yahoo.com,,9900020171,,APPROVED,65f832ece4f5ddcab3cd94c9,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240318162620t-r0000180843,2024-03-18T12:26:20.938Z,2025-04-29T11:56:56.486Z
MİLDOM HOTEL,MİLDOM HOTEL,Baku,"Kaverochkin Street, Nəsimi, Baku, Azerbaijan",40.3884985,49.8470076,994124414732,info@mildomhotel.az,,1502372372,,APPROVED,647ef8e286e1d939b700f114,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230606131410t-r0000199473,2023-06-06T09:14:10.789Z,2025-04-29T11:56:56.486Z
MİRACLE,MİRACLE,Baku,"Baku, Azerbaijan",40.40926169999999,49.8670924,994705667579,raminbebisov@gmail.com,https://www.instagram.com/miracle_restaurant,3400341132,,APPROVED,66048006646cbbbc85961f6b,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240327141710t-r0000130379,2024-03-27T20:22:30.803Z,2025-04-29T11:56:56.486Z
NAR BOUTİQUE HOTEL,NAR BOUTİQUE HOTEL,Baku,"Nar Bouitique Hotel Badamdar, Baku, Azerbaijan",40.3430101,49.8116701,994552037773,boutiquehotelnar@gmail.com,,2007019291,,APPROVED,660d4e11e4f5ddcab3cda743,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240403163943t-r0000116634,2024-04-03T12:39:45.186Z,2025-04-29T11:56:56.486Z
NEMİ HOTEL,NEMİ HOTEL,Baku,"9 Mirzə İbrahimov, Baku, Azerbaijan",40.3727044,49.8354706,994125968265,welcome@nemiboutique.com,,1701282792,,APPROVED,64622ab59bff11407fb69845,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230515165101t-r0000188715,2023-05-15T12:51:01.400Z,2025-04-29T11:56:56.486Z
NEMİ MUSEUM,NEMİ MUSEUM,Baku,"18 Mirzə İbrahimov, Baku, Azerbaijan",40.3731746,49.8354966,994703081417,LIMANFKBAKU@GMAIL.COM,,1502315452,,APPROVED,65e03ba3e4f5ddcab3cd7ca3,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240229120907t-r0000181018,2024-02-29T08:09:07.402Z,2025-04-29T11:56:56.486Z
NEW BAKU HOTEL,NEW BAKU HOTEL,Baku,"Academician Hasan Aliyev Street, Baku, Azerbaijan",40.4006917,49.8416733,994124497380,newbakuhotel@gmail.com,,1403124911,,APPROVED,6448e41f6506cef40b9db402,,No,,,TIMS + azeritour.az,https://azeritour.az/new_baku_hotel,"New Baku hotel имеет очень удобное расположение, он находится недалеко от выставочного центра имени Гейдара Алиева. А также соседствует с русским, турецким и американским посольствами. Номера оформлены в хорошем дизайне, в спокойных тонах, оснащены роскошной мебелью, и в вашем распоряжении все необходимое оборудование, к примеру телевизор, кондиционер, мини-бар. В дизайне ванной комнаты использованы современные стили, для вас халат и фен. Номера New Baku hotel Стандартный одноместный Ст. двухместный с 1 кроватью или 2 отдельными кроватями Ст. трехместный и Люкс Стандартный одноместный номер в отеле довольно таки просторный и сделан в европейском стиле, общая площадь которой составляет 30 м2. В номере комната с душ кабинкой и со всеми принадлежностями, в комнате телевизор, мини-бар, персональный сейф, климат контроль, письменный стол, интернет и многое другое. Стандартный двухместный номер (Junior suite) имеет общую площадь 55 м2, оформлен в стильном декоре. Максимум имеет 3 односпальные кровати, диван и кресло. Плюс имеет тоже необходимое оборудование что и в стандартном номере. Стандартный трехместный номер и Люкс (King Suite) название говорит само за себя. По истине королевские а",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230426124311t-r0000145892,2023-04-26T08:43:11.706Z,2025-04-29T11:56:56.486Z
NRS HOTEL,NRS HOTEL,Baku,"NRS HOTEL, M.NERIMANOV, Baku, Azerbaijan",40.431275,49.8926086,994503997722,ayxanagayev1989@gmail.com,,2907255692,,APPROVED,65df39c7e4f5ddcab3cd7c39,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260202130243t-r0000169464,2024-02-28T13:48:55.297Z,2026-02-02T09:58:08.242Z
NUR HOTEL,NUR HOTEL,Baku,"Nur-2 Hotel, Baku, Azerbaijan",40.3476962,49.8348295,994102288764,consulting.ab.group@gmail.com,,1402537932,,APPROVED,65d5a72cac6a950c2ed21854,,No,,Qonaq evi,TIMS + azeritour.az,https://azeritour.az/nur_hotel,"Nur Hotel — это небольшой но очень уютный отель в центре Баку . Гостиница предоставляет 18 номеров с домашним уютом. Окна комнат открываются на красивый город и гавань. На территории расположена 2 бара и 2 ресторана, плюс Summer Surf Cafe расположенный на крыше здания с красивым обзором. Номера отеля Nur Hotel Индивидуальные тарифы на стойку, включая завтрак и без НДС 18% single rooms double rooms Triple Suites & apartment (апартаменты) Во всех номерах есть балкон с красивым видом на Баку, также есть кондиционер, душ, спутниковое телевидение, телефонная линия, мини-бар, чай и кофе и фен. Услуги отеля 24 часа сервис номеров 24 часа сервис ресепшин Автосервис Химчистка и прачечная Газеты и сувенирный магазин",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240221113300t-r0000197439,2024-02-21T07:33:00.665Z,2025-04-29T11:56:56.486Z
Neapol,Neapol,Baku,"14 Sumqayıt Şosesi, Bakı, Azerbaijan",40.4501849,49.7878721,994123487100,elgunehmedli@yandex.ru,,3100015271,,APPROVED,65e07683e4f5ddcab3cd7d93,,No,,,TIMS + azeritour.az,https://azeritour.az/neapol_hotel,"Neapol Hotel расположен по дороге Баку — Сумгаит, и предоставляет гостям широкий спектр услуг. Здание отеля имеет три этажа возведенный в современном стиле, имеет все необходимое для комфортного пребывания. Для вас созданы удобные номера, прекрасный ресторан , оборудованный конференц-зал и финтес-центр. Также имеется большой открытый и закрытый плавательный бассейн, летний и зимний бар, охраняемая парковка, услуги гида, химчистка и прачечная, сауна.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240229162019t-r0000177883,2024-02-29T12:20:19.260Z,2025-04-29T11:56:56.486Z
Nobel Hotel,Nobel Hotel,Baku,"Nobel Hotel Baku, 8 November Avenue, Baku, Azerbaijan",40.3772999,49.8695181,994552191969,nobelbakuhotel@gmail.com,https://nobelhotelbaku.com/,2007093911,,APPROVED,643e978dc7a6a5b6924fe477,,No,,Şəhər Hoteli,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230418171349t-r0000179159,2023-04-18T13:13:49.110Z,2025-04-29T11:56:56.486Z
