match_status,search_query,voen,tax_name,tax_legal_address,tax_legitimate,tax_legal_form,tax_charter_capital,tax_voen_registered_at,tax_state_registered_at,tax_status,tax_active,tax_vat_payer,tax_risky_payer,tax_debt,tax_authority,tax_organization_type,donor_sectors,donor_ids,donor_search_names,donor_names,donor_cities,donor_addresses,donor_phones,donor_emails,donor_websites,donor_voens,donor_categories,donor_extra_json,tax_extract_date,tax_financial_year_start,tax_financial_year_end,tax_sanctions,tax_raw_json
voen_known,voen:1202351091,1202351091,"""BAKUTEM TRAVEL"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,,,,,,,,,government-procurement,etender-sup-5138,"""BAKUTEM TRAVEL"" Məhdud Məsuliyyətli Cəmiyyəti","""BAKUTEM TRAVEL"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,1202351091,Bir mənbə,"{""contract_count"":""2"",""total_amount_azn"":""2884.00"",""last_contract_date"":""2025-12-10"",""buyer_examples"":""\""ƏSASLI TİKİNTİ VƏ TƏCHİZAT\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ""}",,,,,
voen_known,voen:7710338853,7710338853,"""BAKÜ ÖRME KUMAŞ SAN. VE TİC. LTD. ŞTİ""",,,,,,,,,,,,,,government-procurement,etender-sup-7642,"""BAKÜ ÖRME KUMAŞ SAN. VE TİC. LTD. ŞTİ""","""BAKÜ ÖRME KUMAŞ SAN. VE TİC. LTD. ŞTİ""",,,,,,7710338853,Bir mənbə,"{""contract_count"":""1"",""total_amount_azn"":""9946.19"",""last_contract_date"":""2023-03-21"",""buyer_examples"":""“AZƏRBAYCAN RESPUBLİKASININ QEYRİ-HÖKUMƏT TƏŞKİLATLARINA DÖVLƏT DƏSTƏYİ AGENTLİYİ” PUBLİK HÜQUQİ ŞƏXSİ""}",,,,,
voen_known,voen:1403787401,1403787401,"""BAKVENT""  Məhdud Məsuliyyətli Cəmiyyəti",,,,,,,,,,,,,,government-procurement,etender-sup-2977,"""BAKVENT""  Məhdud Məsuliyyətli Cəmiyyəti","""BAKVENT""  Məhdud Məsuliyyətli Cəmiyyəti",,,,,,1403787401,Açıq Tender | Kotirovka,"{""contract_count"":""4"",""total_amount_azn"":""134460.08"",""last_contract_date"":""2023-12-22"",""buyer_examples"":""\""ELMİ-TƏDQİQAT MAMALIQ VƏ GİNEKOLOGİYA İNSTİTUTU\"" PUBLİK HÜQUQİ ŞƏXSİ | \""ABŞERON RAYON MƏRKƏZİ XƏSTƏXANASI\"" PUBLİK HÜQUQİ ŞƏXSİ | \""UCAR RAYON MƏRKƏZİ XƏSTƏXANASI\"" PUBLİK HÜQUQİ ŞƏXSİ""}",,,,,
voen_known,voen:1805327651,1805327651,"""BALABÜR"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,,,,,,,,,government-procurement,etender-sup-10178,"""BALABÜR"" Məhdud Məsuliyyətli Cəmiyyəti","""BALABÜR"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,1805327651,Açıq Tender,"{""contract_count"":""1"",""total_amount_azn"":""118777.60"",""last_contract_date"":""2021-11-02"",""buyer_examples"":""GÖYGÖL RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ GÖYGÖL ŞƏHƏRİ ÜZRƏ NÜMAYƏNDƏLİYİ""}",,,,,
voen_known,voen:3801781021,3801781021,"""Balacans İnşaat"" MMC",,,,,,,,,,,,,,government-procurement,etender-sup-5075,"""Balacans İnşaat"" MMC","""Balacans İnşaat"" MMC",,,,,,3801781021,Bir mənbə,"{""contract_count"":""2"",""total_amount_azn"":""3104679.13"",""last_contract_date"":""2025-12-25"",""buyer_examples"":""FÖVQƏLADƏ HALLAR NAZİRLİYİ TİKİNTİDƏ TƏHLÜKƏSİZLİYƏ NƏZARƏT DÖVLƏT AGENTLİYİNİN TİKİLMƏKDƏ OLAN OBYEKTLƏRİN BİRLƏŞMİŞ MÜDRİYYƏTİ""}",,,,,
voen_known,voen:1503805021,1503805021,"""Balaxanı Metal Konstruksiyaları"" MMC",,,,,,,,,,,,,,government-procurement,etender-sup-7979,"""Balaxanı Metal Konstruksiyaları"" MMC","""Balaxanı Metal Konstruksiyaları"" MMC",,,,,,1503805021,Birbaşa,"{""contract_count"":""1"",""total_amount_azn"":""7139.00"",""last_contract_date"":""2024-02-02"",""buyer_examples"":""\""KADASTR VƏ YERQURULUŞU LAYİHƏ-TƏDQİQAT MƏRKƏZİ\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ""}",,,,,
voen_known,voen:3800357491,3800357491,"""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",,,,,,,,,,,,,,government-procurement,etender-sup-469,"""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",,,,,,3800357491,Kotirovka | Bir mənbə | Təkliflər sorğusu | Açıq Tender,"{""contract_count"":""32"",""total_amount_azn"":""427957.64"",""last_contract_date"":""2025-09-19"",""buyer_examples"":""ZAQATALA RAYONU İCRA HAKİMİYYƏTİ. | \""BALAKƏN KOMMUNAL MÜƏSSİSƏLƏRİ KOMBİNATI\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ZAQATALA RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ ŞƏHƏR ÜZRƏ NÜMAYƏNDƏLİYİ. | GÖYÇAY RAYON İCRA HAKİMİYYƏTİ YANINDA \""ŞƏHƏR TƏSƏRRÜFATI BİRLİYİ\"" | BALAKƏN RAYONU ÜZRƏ MALİYYƏ ŞÖBƏSİ""}",,,,,
voen_known,voen:3800484181,3800484181,"""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",,,,,,,,,,,,,,government-procurement,etender-sup-2478,"""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","""BALAKƏN KOMMUNAL-2011"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",,,,,,3800484181,Açıq Tender | Kotirovka,"{""contract_count"":""6"",""total_amount_azn"":""449277.93"",""last_contract_date"":""2021-08-10"",""buyer_examples"":""ZAQATALA RAYONU İCRA HAKİMİYYƏTİ. | BALAKƏN RAYONU İCRA HAKİMİYYƏTİ BAŞÇISININ KORTALA KƏND İCRA NÜMAYƏNDƏLİYİ. | ZAQATALA SUVARMA SİSTEMLƏRİ İDARƏSİ. | BALAKƏN RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ ŞƏHƏR ÜZRƏ NÜMAYƏNDƏLİYİ.""}",,,,,
voen_known,voen:3801409691,3801409691,"""Balakən Mətbuat Yayımı"" MMC",,,,,,,,,,,,,,government-procurement,etender-sup-1031,"""Balakən Mətbuat Yayımı"" MMC","""Balakən Mətbuat Yayımı"" MMC",,,,,,3801409691,Birbaşa | Bir mənbə,"{""contract_count"":""15"",""total_amount_azn"":""11010.00"",""last_contract_date"":""2025-11-25"",""buyer_examples"":""BALAKƏN RAYON STATİSTİKA İDARƏSİ. | \""BALAKƏN DÖVLƏT PEŞƏ TƏHSİLİ MƏRKƏZİ\"" PUBLİK HÜQUQİ ŞƏXSİ | BALAKƏN RAYONU İCRA HAKİMİYYƏTİ. | \""BALAKƏN KOMMUNAL MÜƏSSİSƏLƏRİ KOMBİNATI\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİNİN BALAKƏN DÖVLƏT AQRAR İNKİŞAF MƏRKƏZİ""}",,,,,
tax_matched,Balakən Olimpiya İdman Kompleksi,3800303511,"""BALAKƏN OLİMPİYA İDMAN KOMPLEKSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","AZ0800, BALAKƏN RAYONU, BALAKƏN ŞƏHƏRİ, 28 MAY, ev.11",EŞQİN UZUNOV MƏHƏMMƏD OĞLU,Məhdud Məsuliyyətli Cəmiyyət,10026070,2010-09-07,,Aktiv,true,false,false,2.56,13 saylı Ərazi Vergilər İdarəsi,Məhdud məsuliyyətli cəmiyyət,hotels,hotel-327,Balakən Olimpiya İdman Kompleksi,,Balakən,"Balakən, Azerbaijan",994707445566,balakenoik@mys.az,,3800303511,Qonaq evi,"{""stars_grade"":"""",""tims_status"":""APPROVED"",""pms_detected"":"""",""sources"":""TIMS""}",2019-07-08,01.01,31.12,,"{""name"":""\""BALAKƏN OLİMPİYA İDMAN KOMPLEKSİ\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ"",""tin"":""3800303511"",""type"":""legalEntity"",""taxAuthority"":{""code"":""13"",""name"":{""az"":""13 saylı Ərazi Vergilər İdarəsi"",""ru"":""Территориальное Налоговое Управление номер 13 Министерства по налогам (Закатала)"",""en"":""Territorial Taxes Department №13""}},""debt"":2.56,""active"":true,""vatPayer"":false,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""13 saylı Ərazi Vergilər İdarəsi"",""organizationType"":""Məhdud məsuliyyətli cəmiyyət"",""amountAzn"":10026070,""foreignAmount"":0,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALAKƏN OLİMPİYA İDMAN KOMPLEKSİ\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ"",""tin"":""3800303511"",""legalAddress"":""AZ0800, BALAKƏN RAYONU, BALAKƏN ŞƏHƏRİ, 28 MAY, ev.11"",""legitimate"":""EŞQİN UZUNOV MƏHƏMMƏD OĞLU"",""taxAuthority"":{""code"":""13"",""name"":{""az"":""13 saylı Ərazi Vergilər İdarəsi"",""ru"":""Территориальное Налоговое Управление номер 13 Министерства по налогам (Закатала)"",""en"":""Territorial Taxes Department №13""}},""legalForm"":{""code"":""21"",""name"":{""az"":""Məhdud Məsuliyyətli Cəmiyyət"",""ru"":""Общество с Ограниченной Ответственностью"",""en"":""Limited Liability Company""}},""charterCapital"":10026070,""financialYearStart"":""01.01"",""financialYearEnd"":""31.12"",""voenRegisteredAt"":""2010-09-07"",""stateRegisteredAt"":null,""extractDate"":""2019-07-08"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":2.57,""tasksAndObligations"":null}}"
voen_known,voen:3800026651,3800026651,"""Balakən rayon Komunal Müəssisələr Kombinatı"" MMC",,,,,,,,,,,,,,government-procurement,etender-sup-2201,"""Balakən rayon Komunal Müəssisələr Kombinatı"" MMC","""Balakən rayon Komunal Müəssisələr Kombinatı"" MMC",,,,,,3800026651,Birbaşa,"{""contract_count"":""6"",""total_amount_azn"":""63670.00"",""last_contract_date"":""2026-01-06"",""buyer_examples"":""BALAKƏN RAYON GİGİYENA VƏ EPİDEMİOLOGİYA MƏRKƏZİ. | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT ARXİVİNİN ŞƏKİ FİLİALI | BALAKƏN RAYONU ÜZRƏ MALİYYƏ ŞÖBƏSİ | \""BALAKƏN KOMMUNAL MÜƏSSİSƏLƏRİ KOMBİNATI\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | BALAKƏN RAYON STATİSTİKA İDARƏSİ.""}",,,,,
tax_matched,Xəstəxana | Balakən,3800049461,"""BALAKƏN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXS","AZ0800, BALAKƏN RAYONU, BALAKƏN ŞƏHƏRİ, HEYDƏR ƏLİYEV, ev.101",DİLBƏR QULİYEVA SİRACƏDDİN QIZI,Publik hüquqi şəxs,10,2005-01-20,1997-04-06,Aktiv,true,true,false,0,13 saylı Ərazi Vergilər İdarəsi,İctimai birlik (təşkilat),medical-institutions,med-1448,Balakən Rayon Mərkəzi Xəstəxanası,Balakən Rayon Mərkəzi Xəstəxanası,Balakən,"Balakən şəhəri, H.Əliyev küçəsi 1",(+9942429) 5-52-95,,,,state-network / reference/contractor,"{""discount"":"""",""has_contact"":""yes"",""sub_facility_count"":""11"",""sources"":""its.gov.az""}",2026-06-09,.,.,,"{""name"":""\""BALAKƏN RAYON MƏRKƏZİ XƏSTƏXANASI\"" PUBLİK HÜQUQİ ŞƏXS"",""tin"":""3800049461"",""type"":""legalEntity"",""taxAuthority"":{""code"":""13"",""name"":{""az"":""13 saylı Ərazi Vergilər İdarəsi"",""ru"":""Территориальное Налоговое Управление номер 13 Министерства по налогам (Закатала)"",""en"":""Territorial Taxes Department №13""}},""debt"":0,""active"":true,""vatPayer"":true,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""Naxçıvan Şəhər Vergilər İdarəsi"",""organizationType"":""İctimai birlik (təşkilat)"",""amountAzn"":null,""foreignAmount"":null,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALAKƏN RAYON MƏRKƏZİ XƏSTƏXANASI\"" PUBLİK HÜQUQİ ŞƏXS"",""tin"":""3800049461"",""legalAddress"":""AZ0800, BALAKƏN RAYONU, BALAKƏN ŞƏHƏRİ, HEYDƏR ƏLİYEV, ev.101"",""legitimate"":""DİLBƏR QULİYEVA SİRACƏDDİN QIZI"",""taxAuthority"":{""code"":""13"",""name"":{""az"":""13 saylı Ərazi Vergilər İdarəsi"",""ru"":""Территориальное Налоговое Управление номер 13 Министерства по налогам (Закатала)"",""en"":""Territorial Taxes Department №13""}},""legalForm"":{""code"":""1005"",""name"":{""az"":""Publik hüquqi şəxs"",""ru"":""Публичное юридическое лицо"",""en"":""Public legal entity""}},""charterCapital"":10,""financialYearStart"":""."",""financialYearEnd"":""."",""voenRegisteredAt"":""2005-01-20"",""stateRegisteredAt"":""1997-04-06"",""extractDate"":""2026-06-09"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":0,""tasksAndObligations"":null}}"
voen_known,voen:1804855151,1804855151,"""BALAKHANI CREATIVE CENTER"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,,,,,,,,,government-procurement,etender-sup-1755,"""BALAKHANI CREATIVE CENTER"" Məhdud Məsuliyyətli Cəmiyyəti","""BALAKHANI CREATIVE CENTER"" Məhdud Məsuliyyətli Cəmiyyəti",,,,,,1804855151,Bir mənbə | Kotirovka,"{""contract_count"":""8"",""total_amount_azn"":""18477.76"",""last_contract_date"":""2026-01-12"",""buyer_examples"":""AZƏRBAYCAN RESPUBLİKASININ MƏRKƏZİ BANKI | AZƏRBAYCAN RESPUBLİKASININ ENERGETİKA NAZİRLİYİ | \""AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT İMTAHAN MƏRKƏZİ\"" PUBLİK HÜQUQİ ŞƏXSİ""}",,,,,
tax_matched,voen:2007898601,2007898601,"""BALÇILI PRO"" Məhdud Məsuliyyətli Cəmiyyəti","AZ1027, BAKI ŞƏHƏRİ XƏTAİ RAYONU, MƏHƏMMƏD HADİ, ev.66B, m.159",AZƏR ƏLƏKBƏROV AYDIN OĞLU,Məhdud Məsuliyyətli Cəmiyyət,100,2023-03-02,,Aktiv,true,true,false,0,12 saylı Ərazi Vergilər Baş İdarəsi,Məhdud məsuliyyətli cəmiyyət,hotels,hotel-451,Lukoil motel Balçılı,,Göygöl,"Göygöl Rayonu, Azerbaijan",994502503477,www.Lukoilmotel@gmail.com,https://Lukoilmotel.com,2007898601,Hostel,"{""stars_grade"":"""",""tims_status"":""APPROVED"",""pms_detected"":"""",""sources"":""TIMS""}",2023-03-02,01.01,31.12,,"{""name"":""\""BALÇILI PRO\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""2007898601"",""type"":""legalEntity"",""taxAuthority"":{""code"":""12"",""name"":{""az"":""12 saylı Ərazi Vergilər Baş İdarəsi"",""ru"":""Территориальный Налоговый Департамент номер 12 Министерства по налогам (Гянджа)"",""en"":""Territorial Taxes Department №12""}},""debt"":0,""active"":true,""vatPayer"":true,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""12 saylı Ərazi Vergilər Baş İdarəsi"",""organizationType"":""Məhdud məsuliyyətli cəmiyyət"",""amountAzn"":100,""foreignAmount"":0,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALÇILI PRO\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""2007898601"",""legalAddress"":""AZ1027, BAKI ŞƏHƏRİ XƏTAİ RAYONU, MƏHƏMMƏD HADİ, ev.66B, m.159"",""legitimate"":""AZƏR ƏLƏKBƏROV AYDIN OĞLU"",""taxAuthority"":{""code"":""12"",""name"":{""az"":""12 saylı Ərazi Vergilər Baş İdarəsi"",""ru"":""Территориальный Налоговый Департамент номер 12 Министерства по налогам (Гянджа)"",""en"":""Territorial Taxes Department №12""}},""legalForm"":{""code"":""21"",""name"":{""az"":""Məhdud Məsuliyyətli Cəmiyyət"",""ru"":""Общество с Ограниченной Ответственностью"",""en"":""Limited Liability Company""}},""charterCapital"":100,""financialYearStart"":""01.01"",""financialYearEnd"":""31.12"",""voenRegisteredAt"":""2023-03-02"",""stateRegisteredAt"":null,""extractDate"":""2023-03-02"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":0,""tasksAndObligations"":null}}"
voen_known,voen:1006768731,1006768731,"""BALXAS"" MMC",,,,,,,,,,,,,,government-procurement,etender-sup-3538,"""BALXAS"" MMC","""BALXAS"" MMC",,,,,,1006768731,Kotirovka,"{""contract_count"":""4"",""total_amount_azn"":""75964.79"",""last_contract_date"":""2021-06-03"",""buyer_examples"":""T.İSMAYILOV ADINA TƏBİİ EHTİYATLARIN KOSMİK TƏDQİQİ İNSTİTUTU | EKOLOGİYA İNSTİTUTU | KOSMİK CİHAZQAYIRMA MƏXSUSİ KONSTRUKTOR BÜROSU""}",,,,,
tax_matched,EKM,1407668141,"""BALIK EKMEK 01"" Məhdud Məsuliyyətli Cəmiyyəti","AZ1007, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, M.QASIMOV, ev.15, m.2",İBRAHİM İSKƏNDƏROV QƏLƏNDƏR OĞLU,Məhdud Məsuliyyətli Cəmiyyət,1,2026-06-02,,Aktiv,true,false,false,0,İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi,Məhdud məsuliyyətli cəmiyyət,hotels,hotel-128,EKM,,Baku,"42 Zahid Xəlilov, Bakı, Azerbaijan",994552557778,Kamraneyvazov194@gmail.com,,8100141152,,"{""stars_grade"":"""",""tims_status"":""APPROVED"",""pms_detected"":"""",""sources"":""TIMS""}",2026-06-02,01.01,31.12,,"{""name"":""\""BALIK EKMEK 01\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""1407668141"",""type"":""legalEntity"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""debt"":0,""active"":true,""vatPayer"":false,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""organizationType"":""Məhdud məsuliyyətli cəmiyyət"",""amountAzn"":null,""foreignAmount"":null,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALIK EKMEK 01\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""1407668141"",""legalAddress"":""AZ1007, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, M.QASIMOV, ev.15, m.2"",""legitimate"":""İBRAHİM İSKƏNDƏROV QƏLƏNDƏR OĞLU"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""legalForm"":{""code"":""21"",""name"":{""az"":""Məhdud Məsuliyyətli Cəmiyyət"",""ru"":""Общество с Ограниченной Ответственностью"",""en"":""Limited Liability Company""}},""charterCapital"":1,""financialYearStart"":""01.01"",""financialYearEnd"":""31.12"",""voenRegisteredAt"":""2026-06-02"",""stateRegisteredAt"":null,""extractDate"":""2026-06-02"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":0,""tasksAndObligations"":null}}"
tax_matched,EKM,1407668271,"""BALIK EKMEK PREMİUM"" Məhdud Məsuliyyətli Cəmiyyəti","AZ1007, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, M.QASIMOV, ev.15, m.2",İBRAHİM İSKƏNDƏROV QƏLƏNDƏR OĞLU,Məhdud Məsuliyyətli Cəmiyyət,10,2026-06-02,,Aktiv,true,false,false,0,İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi,Məhdud məsuliyyətli cəmiyyət,hotels,hotel-128,EKM,,Baku,"42 Zahid Xəlilov, Bakı, Azerbaijan",994552557778,Kamraneyvazov194@gmail.com,,8100141152,,"{""stars_grade"":"""",""tims_status"":""APPROVED"",""pms_detected"":"""",""sources"":""TIMS""}",2026-06-02,01.01,31.12,,"{""name"":""\""BALIK EKMEK PREMİUM\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""1407668271"",""type"":""legalEntity"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""debt"":0,""active"":true,""vatPayer"":false,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""organizationType"":""Məhdud məsuliyyətli cəmiyyət"",""amountAzn"":null,""foreignAmount"":null,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALIK EKMEK PREMİUM\"" Məhdud Məsuliyyətli Cəmiyyəti"",""tin"":""1407668271"",""legalAddress"":""AZ1007, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, M.QASIMOV, ev.15, m.2"",""legitimate"":""İBRAHİM İSKƏNDƏROV QƏLƏNDƏR OĞLU"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""legalForm"":{""code"":""21"",""name"":{""az"":""Məhdud Məsuliyyətli Cəmiyyət"",""ru"":""Общество с Ограниченной Ответственностью"",""en"":""Limited Liability Company""}},""charterCapital"":10,""financialYearStart"":""01.01"",""financialYearEnd"":""31.12"",""voenRegisteredAt"":""2026-06-02"",""stateRegisteredAt"":null,""extractDate"":""2026-06-02"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":0,""tasksAndObligations"":null}}"
tax_matched,EKM,1302366111,"""BALIK EKMEK"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","AZ1001, BAKI ŞƏHƏRİ YASAMAL RAYONU, SÜLEYMAN TAĞIZADƏ, ev.3, DALAN 17, m.3; 6",FUAD ƏLİYEV HÜSEYN OĞLU,Məhdud Məsuliyyətli Cəmiyyət,10,2011-01-31,,Aktiv,true,false,false,0,İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi,Məhdud məsuliyyətli cəmiyyət,hotels,hotel-128,EKM,,Baku,"42 Zahid Xəlilov, Bakı, Azerbaijan",994552557778,Kamraneyvazov194@gmail.com,,8100141152,,"{""stars_grade"":"""",""tims_status"":""APPROVED"",""pms_detected"":"""",""sources"":""TIMS""}",2026-06-02,01.01,31.12,,"{""name"":""\""BALIK EKMEK\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ"",""tin"":""1302366111"",""type"":""legalEntity"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""debt"":0,""active"":true,""vatPayer"":false,""riskyPayer"":false,""sanctions"":[],""taxOrganizationName"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""organizationType"":""Məhdud məsuliyyətli cəmiyyət"",""amountAzn"":null,""foreignAmount"":null,""foreignCurrency"":null,""legalTaxpayerStatus"":{""name"":""\""BALIK EKMEK\"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ"",""tin"":""1302366111"",""legalAddress"":""AZ1001, BAKI ŞƏHƏRİ YASAMAL RAYONU, SÜLEYMAN TAĞIZADƏ, ev.3, DALAN 17, m.3; 6"",""legitimate"":""FUAD ƏLİYEV HÜSEYN OĞLU"",""taxAuthority"":{""code"":""19"",""name"":{""az"":""İqtisadiyyat Nazirliyi yanında Dövlət Vergi Xidmətinin Bakı şəhəri Lokal Gəlirlər Baş İdarəsi"",""ru"":""Главное управление местных доходов Государственной налоговой службы при Министерстве экономики города Баку"",""en"":""Baku city Main Department of Local Revenues of the State Tax Service under the Ministry of Economy""}},""legalForm"":{""code"":""21"",""name"":{""az"":""Məhdud Məsuliyyətli Cəmiyyət"",""ru"":""Общество с Ограниченной Ответственностью"",""en"":""Limited Liability Company""}},""charterCapital"":10,""financialYearStart"":""01.01"",""financialYearEnd"":""31.12"",""voenRegisteredAt"":""2011-01-31"",""stateRegisteredAt"":null,""extractDate"":""2026-06-02"",""taxpayerStatus"":{""code"":""A"",""name"":{""az"":""Aktiv"",""ru"":""Активный"",""en"":""Active""}},""riskyTaxpayer"":false,""debt"":0,""tasksAndObligations"":null}}"
