id,name,phone,profile_url,listings_count,description_snippet,source,source_url
insaat-0118,RR Tools,,https://insaat.az/me/rr-tools-94,,RR TOOLS olaraq musderilerimize aşağıdakı qeyd etdiyimiz mallarla xidmət edirik. 1.Qaynaq Aparatlar,insaat.az,https://insaat.az/shops
insaat-0119,RVR SAUNA MMC,(050) 2133990,https://insaat.az/me/rvr-sauna-mmc-28,255,"RVR Sauna MMC olaraq Sauna, Türk hamamı, Buxar otağı, Macəra duşu, Qar otağı, Buz bulağı, Şok duşu sistemlərini",insaat.az,https://insaat.az/shops
insaat-0120,RƏŞİDOGLU,(051) 7404001,https://insaat.az/me/residoglu-235,41,Generator satsi ve icaresi mövcudu. Service var barter var. Yeni ve ikinci elde var isdenilen kvada,insaat.az,https://insaat.az/shops
insaat-0121,Sabiroğlu İnşaat,(070) 3721818,https://insaat.az/me/sabiroglu-insaat-313,52,Şirkətimizin peşəkar tikinti komandamızla yüksək keyfiyyətli Pod Mayak tikinti xidmətləri təklif edirik,insaat.az,https://insaat.az/shops
insaat-0122,Sauna tikintisi.,(055) 6765538,https://insaat.az/me/sauna-tikintisi-48,72,"Sauna materiyallarının, sauna avadanlıqlarının, sauna aksesuarlarının topdan və pərakəndə satışı. Həmçini",insaat.az,https://insaat.az/shops
insaat-0123,Sculptor Inşaat,,https://insaat.az/me/sculptor-insaat-331,,"Sculptor Inşaat olaraq Ofisiniz üçün Şüşə Arakəsmə sistemlerini,Cam balkon,Meheccer,Cəbhə sistemləri,du",insaat.az,https://insaat.az/shops
insaat-0124,Sement Baku,(050) 4239443,https://insaat.az/me/sement-baku-421,6,"Keyfiyyətli sement, uyğun qiymət! SEMENT BAKU – Sementlərin Bakı və Sumqayıt ərazilərinə çatdırılmas",insaat.az,https://insaat.az/shops
insaat-0125,SENAT COMPANY MMC,,https://insaat.az/me/senat-company-mmc-245,,"Senat Company elektrik, inşaat və texnoloji malların etibarlı ünvanıdır. Kabel, kamera və daha çox məhsul",insaat.az,https://insaat.az/shops
insaat-0126,SETKAYA MMC,,https://insaat.az/me/setkaya-mmc-310,35,"SETKAYA MMC, Azərbaycanda müasir sənaye və idman sahələrinə yüksək keyfiyyətli həllər təqdim edən, peşəka",insaat.az,https://insaat.az/shops
insaat-0127,Seyid inşaat,,https://insaat.az/me/seyid-insaat-413,19,Seyid İnşaat dam örtüyü və tikinti sahəsində keyfiyyətli xidmət göstərən etibarlı şirkətdir. Müasir materiallar,insaat.az,https://insaat.az/shops
insaat-0128,SMARTO MMC,,https://insaat.az/me/smarto-mmc-320,,Eviniz və biznesiniz üçün ağıllı həllər,insaat.az,https://insaat.az/shops
insaat-0129,STOCK INSAAT,,https://insaat.az/me/stock-insaat-138,,Tikinti materiallarının online və mağazalarımızdan satışı və sifarişi Kredit Nəğd və Taksit kartlar,insaat.az,https://insaat.az/shops
insaat-0130,Strong İnşaat,,https://insaat.az/me/strong-insaat-50,83,Sement məhsullarının birbaşa satışı. Operativ işçi qüvvəmizlə bütün sifarişlər vaxtında çatdırılır,insaat.az,https://insaat.az/shops
insaat-0131,Sönməz Elektrik MMC,(055) 7719944,https://insaat.az/me/sonmez-elektrik-mmc-73,31,Teksan generatorlarının 1997-ci ildən rəsmi satış və servisi &quot;Sönməz Elektrik&quot; MMC tərəfində,insaat.az,https://insaat.az/shops
insaat-0132,Tamet MMC,,https://insaat.az/me/tamet-mmc-393,,Hər növ tamet daslari bardyorlar və beton daslarinin satışı və sifarişi qəbul olunur şekil çoxdur yükləmə,insaat.az,https://insaat.az/shops
insaat-0133,TCN TEXNO MMC,(055) 2141184,https://insaat.az/me/tcn-texno-mmc-19,73,"Tikinti,sənaye və kənd təsərrüfatı avadanlıqlarının təmiri və satışı",insaat.az,https://insaat.az/shops
insaat-0134,TECHMART,(051) 7774433,https://insaat.az/me/techmart-207,51,Bizim əsas fəaliyyət istiqamətlərimiz aşağıdakılardır:. Zəng mərkəzlərinin qurulması (Call - Center),insaat.az,https://insaat.az/shops
insaat-0135,TERMO AQLAY,(099) 3220111,https://insaat.az/me/termo-aqlay-111,44,"şirkət öz failiyyətinə 2010 -cu ildən başlayib. Müəssisəmizin məqsədi,sərfəli qiyməti ilə secilən",insaat.az,https://insaat.az/shops
insaat-0136,TH House,(010) 3646339,https://insaat.az/me/th-house-144,12,"Qum, Seben aççep, kərpic, semenet, qara torpaq, kərpic , mesox ilə və açıq şəkildə topdan və pərakənd",insaat.az,https://insaat.az/shops
insaat-0137,TNS GORUP,(077) 3166677,https://insaat.az/me/tns-gorup-395,29,Fasat üzləmə işləri üçün kefiyyətli və davamlı Alkopan panellırinin satışı və peşakar quraşdırılmas,insaat.az,https://insaat.az/shops
insaat-0138,TONTECH MMC,(055) 3360017,https://insaat.az/me/tontech-mmc-177,15,Türkiyənin &quot;ABS tartı sistemləri&quot; şirkətinin rəsmi distributoru TONTECH firması Fərdi Vill,insaat.az,https://insaat.az/shops
insaat-0139,TTVENT MMC,,https://insaat.az/me/ttvent-mmc-163,,"&quot;TTVENT&quot; MMC 2014-cü ildən Ventilyasiya və soyutma sistemlərinin Satışı, layihələndirilməsi",insaat.az,https://insaat.az/shops
insaat-0140,Tunar MMC,,https://insaat.az/me/tunar-mmc-351,5,"Her növ naves işləri görürük.Pesəkar ustalar tərəfindən navesler, talvarlarin besektakarin yığılması",insaat.az,https://insaat.az/shops
insaat-0141,TƏK BİR MƏRMƏR,(055) 4020808,https://insaat.az/me/tek-bir-mermer-179,55,"Zəriflik və funksionallıq harmoniyası.Hər növ Mərmərlerin sifarişi movcuddur.Dizaynından, ölçüsündə",insaat.az,https://insaat.az/shops
insaat-0142,Təmir tikinti işləri,,https://insaat.az/me/temir-tikinti-isleri-361,,"Hovuz tikintisi, Evlərin tikintisi təmiri",insaat.az,https://insaat.az/shops
insaat-0143,UkrAzmet FM MMC,,https://insaat.az/me/ukrazmet-fm-mmc-329,,UkrAzmet FM MMC şirkət olaraq metal tikinti materyalların Topdan və Perakende satişi mövzuddur. Nağ,insaat.az,https://insaat.az/shops
insaat-0144,UPS Construction,(051) 3552555,https://insaat.az/me/ups-construction-71,76,"UPS Construction Sendviç panellər, polikarbonat lövhələr, poliletilen borular, metal konstruksiyala",insaat.az,https://insaat.az/shops
insaat-0145,Uyğunlar Texnika - Intertek Makina Anonim Sirketi,,https://insaat.az/me/uygunlar-texnika-intertek-makina-anonim-sirketi-392,15,"Intertek Makina Anonim Şirkəti ağır texnika, avtokar və mini yükləyicilərin satışı ilə yanaşı, ehtiya",insaat.az,https://insaat.az/shops
insaat-0146,UĞUR Plastik QAPI PENCERE EVI,(077) 5600113,https://insaat.az/me/ugur-plastik-qapi-pencere-evi-386,3,Plastik QAPI PENCERE Evi olaraq sizə keyfiyyətli və sərfəli qiymətlər təklif edirik. Qeyd edek ki quraşdırdığımı,insaat.az,https://insaat.az/shops
insaat-0147,VIKTORIA INSAAT,,https://insaat.az/me/viktoria-insaat-175,14,Dam ortuklerinin topdan satişi,insaat.az,https://insaat.az/shops
insaat-0148,VİP Electronics,(055) 2552277,https://insaat.az/me/vip-electronics-183,166,VİP Electronics &amp; Security Systems şirkəti təhlükəsizlik sistemləri sahəsində beynəlxalq markalar,insaat.az,https://insaat.az/shops
insaat-0149,VK LUX MMC,(051) 9084448,https://insaat.az/me/vk-lux-mmc-52,145,2020-ci ildə qurulan &quot;VK Lux&quot; MMC yol hərəkəti texnologiyaları sahəsində fəaliyyət göstəri,insaat.az,https://insaat.az/shops
insaat-0150,VOLCANO,,https://insaat.az/me/volcano-303,,Her cur mermerlerin sifarish qebulu. Istenilen nov mermerlerin murekkebliyinden asili olmayaraq Butu,insaat.az,https://insaat.az/shops
insaat-0151,ZAVOD DAM ÖRTÜYLERI,(070) 9190014,https://insaat.az/me/zavod-dam-ortuyleri-374,7,Dam örtüyünün satişi isdenilən ölcüyə kəsirik.hər rənk var aksusarlarin düzəlməsi zavoda hazirlanir.Odeni,insaat.az,https://insaat.az/shops
insaat-0152,Zirve Demir,,https://insaat.az/me/zirve-demir-265,,Hər növ dəmir-metal işləri üzrə sifarişlər qəbul edilir. Keyfiyyətə zəmanət verilir,insaat.az,https://insaat.az/shops
insaat-0153,Zirvə Penaplas,(051) 2558585,https://insaat.az/me/zirve-penaplas-253,3,Penoplastlarin topdan ve perakende satisi isdenilen olcude ve sixliqlaarina(berkliyi yeni) gore hazirlanmas,insaat.az,https://insaat.az/shops
insaat-0154,ZİRVE QAPI PENCERE EVI,,https://insaat.az/me/zirve-qapi-pencere-evi-284,,Plastik qapi pencerelerin sifarisi ve temiri,insaat.az,https://insaat.az/shops
insaat-0155,ŞİMAL HAVALANDIRMA,(070) 5693749,https://insaat.az/me/simal-havalandirma-164,106,Obyektlərə yerində baxılaraq təyinata uyğun havalandırma sisteminin yüksək keyfiyyətlə quraşdırılması,insaat.az,https://insaat.az/shops
insaat-0156,Ə-laa inşaat,(051) 5099039,https://insaat.az/me/e-laa-insaat-186,217,Hörmətli müştərilər &quot;Ə-laa İnşaatdan &quot; istənilən bütün hamam aksesuarlarını sifaris,insaat.az,https://insaat.az/shops
