record_group,tenant_id,company_name,sector,plaza_id,plaza_name,address,city,phone,email,website,voen,source,source_id,confidence,extra_json
plaza_tenant,plaza-0032,SVVİFT CONSULTİNG AUDİT” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-demirchi-tower,Dəmirçi Tower,"AZ1025, Bakı şəhəri, Xətai rayonu, Xocalı prospekti 37, Dəmirçi Plaza, 3-cü mərtəbə",Bakı,(012) 310-34-87,suleyman.salmanov@gmail.com,,,accountants,svvift-consulting-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""dəmirçi plaza"", ""address_type"": ""operational"", ""director"": ""İsmayılov Seymur Ramin oğlu""}"
plaza_tenant,plaza-0006,AUDİT ACADEMY” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-english-yard,English Yard Biznes Mərkəzi,"AZ1069, Bakı şəhəri, Məmməd Araz küçəsi 43A, English Yard Biznes mərkəzi",Bakı,(055) 555-33-05,naghiyev.ef@gmail.com,,,accountants,audit-academy-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""english yard biznes mərkəzi"", ""address_type"": ""operational"", ""director"": ""Nağıyev Elvin Fikrət oğlu""}"
plaza_tenant,plaza-0040,"AVER RECORDS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-english-yard,English Yard Biznes Mərkəzi,"AZ1106, BAKI ŞƏHƏRİ NƏRİMANOV RAYONU, M. ARAZ, ev.43, mərtəbə 3, English Yard ticarət mərkəzi, m.16",Bakı,,,,1506251701,legal_entities_tax_address,1506251701,high,"{""matched_plaza_alias"": ""english yard"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0014,CONSULTİNGGROUP” məhdud m ə suliyy ə tli c ə miyy ə ti,accounting,plaza-esra-plaza,Esra Plaza,"AZ1075, Bakı şəhəri, Nərimanov rayonu, Ə.Rəcəbli küçəsi, “Esra Plaza” A blok, 4-cü mərtəbə",Bakı,(012) 465-75-15 | (050) 500-06-65,office@consultinggroup.az | elchin.a@consultinggroup.az,http://www.consultinggroup.az | www.consultinggroup.az,,accountants,consultinggroup-mhdud-m-suliyy-tli-c-miyy-ti,high,"{""matched_plaza_alias"": ""esra plaza"", ""address_type"": ""operational"", ""director"": ""Əkbərov Elçin Ehtibar oğlu""}"
plaza_tenant,plaza-0067,"PURE CARE"" Məhdud Məsuliyyətli Cəmiyyəti",company,plaza-esra-plaza,Esra Plaza,"AZ1052, BAKI ŞƏHƏRİ NƏRİMANOV RAYONU, ƏHMƏD RƏCƏBLİ 2, ev.ESRA PLAZA",Bakı,,,,1504402071,legal_entities_tax_address,1504402071,high,"{""matched_plaza_alias"": ""esra plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0003,"Alfa-Audit"" qapalı səhmdar cəmiyyəti",accounting,plaza-falez-plaza,Falez Plaza,"AZ1078, Bakı şəhəri, Nəsimi rayonu, Akademik Həsən Əliyev küçəsi 4/189, Falez Plaza 6-cı mərtəbə",Bakı,(012) 594-20-64,info@alfa-audit.com,http://www.alfa.com.az | www.alfa.com.az,,accountants,alfa-audit-qapal-shmdar-cmiyyti,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""operational"", ""director"": ""Musayev Vəli Malik oğlu""}"
plaza_tenant,plaza-0046,"EKVİTA  LEGAL AND TAX SERVİCES"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-falez-plaza,Falez Plaza,"AZ1078, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, AK.HƏSƏN ƏLİYEV, ev.4/189, FALEZ PLAZA, 6-CI MƏRTƏBƏ",Bakı,,,,1402736081,legal_entities_tax_address,1402736081,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0056,"LONDON OFFSHORE CONSULTANT VLL"" MƏHDUD MƏSULİYYƏTLİ ŞİRKƏTİNİN AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",company,plaza-falez-plaza,Falez Plaza,"AZ1078, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, AK.HƏSƏN ƏLİYEV, ev.4/189, FALEZ PLAZA, 6-CI MƏRTƏBƏ",Bakı,,,,1403240031,legal_entities_tax_address,1403240031,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0057,"MANAGEMENT STRATEGİC FİNANCİAL ASSOCİATES SL"" ŞİRKƏTİNİN AZƏRBAYCAN REPUBLİKASINDAKI FİLİALI",company,plaza-falez-plaza,Falez Plaza,"AZ1078, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, AK.HƏSƏN ƏLİYEV, ev.4/189, FALEZ PLAZA, 6-CI MƏRTƏBƏ",Bakı,,,,1403146091,legal_entities_tax_address,1403146091,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0058,"MASTERCARD EUROPE SA"" ŞİRKƏTİNİN AZƏRBAYCAN RESPUBLİKASINDAKI NÜMAYƏNDƏLİYİ",company,plaza-falez-plaza,Falez Plaza,"AZ1078, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, AK.HƏSƏN ƏLİYEV, ev.4/189, FALEZ PLAZA 6-CI MƏRTƏBƏ",Bakı,,,,1403433041,legal_entities_tax_address,1403433041,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0071,"SHAHDAG PRODUCTİON GROUP"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-falez-plaza,Falez Plaza,"AZ1078, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, AK.HƏSƏN ƏLİYEV, ev.4/189, FALEZ PLAZA, MƏRT. 6",Bakı,,,,1402706651,legal_entities_tax_address,1402706651,high,"{""matched_plaza_alias"": ""falez plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0004,ARQUMENT AUDİT” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-globus-center,Globus Center,"AZ1065, Bakı şəhəri, Yasamal rayonu, C.Cabbarlı küçəsi, Globus Center 16-cı mərtəbə, ev 609-cu məhəllə, qapı 1",Bakı,(051) 207-10-82,arqumentaudit@mail.ru | s.aliyev@biznes-audit.az,,,accountants,arqument-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""globus center"", ""address_type"": ""operational"", ""director"": ""Əliyev Sadiq Zabit oğlu""}"
plaza_tenant,plaza-0013,BiznesAudit” məhdud m ə suliyy ə tli c ə miyy əti,accounting,plaza-globus-center,Globus Center,"AZ1065, Bakı şəhəri, Yasamal rayonu, C.Cabbarlı küçəsi 609, Globus Center 16-cı mərtəbə",Bakı,(050) 255-59-04,office@biznes-audit.az | meherrem@biznes-audit.az,http://www.biznes-audit.az | www.biznes-audit.az,,accountants,biznesaudit-mhdud-m-suliyy-tli-c-miyy-ti,high,"{""matched_plaza_alias"": ""globus center"", ""address_type"": ""operational"", ""director"": ""Əliyev Məhərrəm Fayaz oğlu""}"
plaza_tenant,plaza-0015,DavudMamedov” məhdudmə suliyy ə tli auditor c ə miyy ə ti,accounting,plaza-globus-center,Globus Center,"AZ1065, Bakı şəhəri, C.Cabbarlı küçəsi 609, Globus Center 16-cı mərtəbə",Bakı,(012) 404-85-48 | (050) 554-81-42,mail@davudmamedov.com,http://www.davudmamedov.com | www.davudmamedov.com,,accountants,davudmamedov-mhdudm-suliyy-tli-auditor-c-miyy-ti,high,"{""matched_plaza_alias"": ""globus center"", ""address_type"": ""operational"", ""director"": ""Məmmədov Davud Zahid oğlu""}"
plaza_tenant,plaza-0024,Parker Russell Azerbaijan” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-hyatt-tower-i,Hyatt Tower I,"AZ1065, Bakı şəhəri, Abbasqulu Ağa Bakıxanov pr 1, HYATT Tower I, 3-cü mərtəbə",Bakı,(012) 505-58-47 | (050) 225-79-15,office@parkerrussell.az,www.parkerrusell.az,,accountants,parker-russell-azerbaijan-mhdud-msuliyytli-cmiyy,high,"{""matched_plaza_alias"": ""hyatt tower i"", ""address_type"": ""operational"", ""director"": ""Abdinova Elnurə Tofiq qızı""}"
plaza_tenant,plaza-0042,"BRİTİSH CHAMBER OF COMMERCE AZERBAİJAN LTD"" ŞİRKƏTİNİN AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",company,plaza-landmark-i,Landmark I,"AZ1010, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, NİZAMİ, ev.90A, LANDMARK BUİLDİNQ III, 3-CÜ MƏRTƏBƏ",Bakı,,,,1405833431,legal_entities_tax_address,1405833431,high,"{""matched_plaza_alias"": ""landmark"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0044,"DENTONS EUROPE (CENTRAL ASİA) LİMİTED"" ŞİRKƏTİNİN AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",company,plaza-landmark-i,Landmark I,"AZ1010, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, NİZAMİ, ev.96, landmark 1,2-ci mərtəbə",Bakı,,,,1301903431,legal_entities_tax_address,1301903431,high,"{""matched_plaza_alias"": ""landmark"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0025,PRAYSVOTERHAUSKUPERS AUDİT AZƏRBAYCAN” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-landmark-iii,Landmark III,"AZ1010, Bakı şəhəri, Nizami küçəsi 90 A Landmark Plaza-III, 12-ci mərtəbə",Bakı,(012) 497-25-15 (050) 209-08-87,_office@pwc.com | az%5fbaku%5foffice@pwc.com | konul.ibrahimova@pwc.com,http://www.pwc.com.az | www.pwc.com.az,,accountants,praysvoterhauskupers-audit-azrbaycan-mhdud-msuli,high,"{""matched_plaza_alias"": ""landmark plaza-iii"", ""address_type"": ""operational"", ""director"": ""Mustafayev Fəxri Üzeyir oğlu""}"
plaza_tenant,plaza-0020,İntex Audit” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-maryam-plaza,Maryam Plaza,"AZ1165, Bakı şəhəri, Yasamal rayonu, B.Bağırova küçəsi, 12A, Maryam Plaza",Bakı,(012) 555-55-24 | (050) 271-72-22,office@intexaudit.az,,,accountants,intex-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""maryam plaza"", ""address_type"": ""operational"", ""director"": ""Əliyev Ruhin Ramiz oğlu""}"
plaza_tenant,plaza-0022,M ənd J Konsaltinq” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-maryam-plaza,Maryam Plaza,"AZ1065, Bakı şəhəri, Yasamal rayonu, B.Bağırova küçəsi, Məryəm Plaza 3-cü mərtəbə",Bakı,(012) 436-86-15 | (050) 311-44-77,mandj@list.ru,,,accountants,m-nd-j-konsaltinq-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""məryəm plaza"", ""address_type"": ""operational"", ""director"": ""Cəfərov Elçin Əhməd oğlu""}"
plaza_tenant,plaza-0010,BaltikKaspianAudit” m ə hdud m ə suliyy ə tli c ə miyy ə ti,accounting,plaza-oskar-plaza,Oskar Biznes Mərkəzi,"AZ1000, Bakı şəhəri, Tbilisi prospekti 30, Oskar Plaza",Bakı,(055) 200-20-77 | (050) 291-61-04,office@bcaudit.az,http://www.crowehorwath.az | www.crowehorwath.az,,accountants,baltikkaspianaudit-m-hdud-m-suliyy-tli-c-miyy-ti,high,"{""matched_plaza_alias"": ""oskar plaza"", ""address_type"": ""operational"", ""director"": ""Əsədullayev Samir Sədulla oğlu""}"
plaza_tenant,plaza-0035,Ernst & Yanq Holdinqs (SiAyEs) Bi.Vi.” şirkətinin Azərbaycan Respublikasındakı filialı,accounting,plaza-port-baku-north,Port Baku Towers — Şimal qüllə,"AZ1010, Bakı şəhəri, Port Baku Towers Biznes Mərkəzi, Cənub Qülləsi (A bloku), 9-cu mərtəbə, Neftçilər prospekti 153",Bakı,(012) 490-70-20 | (+994 12) 490-70-17 | (055) 235-15-51,baku@az.ey.com,http://www.ey.com | www.ey.com,,accountants,ernst-yanq-holdinqs-siayes-bi-vi-sirktinin-azrba,high,"{""matched_plaza_alias"": ""port baku towers b"", ""address_type"": ""operational"", ""director"": ""Vəliyev İlqar Əflatun oğlu""}"
plaza_tenant,plaza-0002,"ACCOUNT IN"" məhdud məsliyyətli cəmiyyəti",accounting,plaza-qafqaz-bc,Qafqaz Business Center,"Qafqaz Business Center, Heydər Əliyev PR., 95B",Bakı,(050) 212-33-45 (050) 226-10-76,ismayil.alakbarov@accountin.az,,,accountants,account-in-mhdud-msliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""qafqaz business center"", ""address_type"": ""operational"", ""director"": ""Ələkbərov İsmayıl Sərvər oğlu""}"
plaza_tenant,plaza-0001,Abacus Audit and Consulting” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-rich-plaza,Rich Plaza,"AZ1142, Bakı şəhəri, Babək prospekti 31H, Rich Plaza, 4-cü mərtəbə",Bakı,(012) 565-60-59 | (012) 310-86-59 | (055) 213-49-39 | (055) 213-47-37,info@abacusaudit.az | rufat.zeynalov@abacusaudit.az,http://www.abacusaudit.az | www.abacusaudit.az,,accountants,abacus-audit-and-consulting-mhdud-msuliyytli-cmi,high,"{""matched_plaza_alias"": ""rich plaza"", ""address_type"": ""operational"", ""director"": ""Zeynalov Rüfət Rəhman oğlu""}"
plaza_tenant,plaza-0055,"KÜR AGROINVEST"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-sat-plaza,SAT Plaza Biznes Mərkəzi,"AZ1009, BAKI ŞƏHƏRİ YASAMAL RAYONU, BƏŞİR SƏFƏROĞLU, ev.133, SAT PLAZA, 7-Cİ MƏRTƏBƏ",Bakı,,,,1406235191,legal_entities_tax_address,1406235191,high,"{""matched_plaza_alias"": ""sat plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0064,"NƏFƏS COACHING AND HEALING CENTER"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-sks-plaza,SKS Plaza,"AZ1014, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, FÜZULİ, ev.49, SKS PLAZA BİZNES MƏRKƏZİ 3-CÜ MƏRTƏBƏ",Bakı,,,,1404631731,legal_entities_tax_address,1404631731,high,"{""matched_plaza_alias"": ""sks plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0017,"Global Assurance"" məhdud məsuliyyətli cəmiyyəti",accounting,plaza-winter-park-plaza,Winter Park Plaza,"AZ1014, Bakı şəhəri, Resul Rza 75, Winter Park Plaza, 17-ci mərtəbə",Bakı,(012) 525-34-35 | (055) 507-77-66,office@assurance.az | adila.suleymanova@assurance.az,,,accountants,global-assurance-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""winter park plaza"", ""address_type"": ""operational"", ""director"": ""Süleymanova Ədilə İldırım qızı""}"
plaza_tenant,plaza-0041,"BONAFİDE""  QAPALI SƏHMDAR CƏMİYYƏTİ",company,plaza-world-business-center,World Business Center,"AZ1014, BAKI ŞƏHƏRİ NƏSİMİ RAYONU, SƏMƏD VURĞUN, ev.83, WORLD BUSINESS CENTER, OFİS 4/3",Bakı,,,,1305656601,legal_entities_tax_address,1305656601,high,"{""matched_plaza_alias"": ""world business center"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
