id,name,firm_type,director,city,address,phones,email,community_id,lawyers_search_url,has_cabinets,source,source_url
law-firm-081,İsmayıllı rayon Vəkil Bürosu,law_firm,İsmayılov İslam Abduləziz oğlu,İsmayıllı,"İsmayıllı şəhəri, Ə.Ələkbərzadə keç., 2B",+994503642102,,99,https://barassociation.az/lawyersearch?community=99,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-082,İstiqlal Vəkil Bürosu,law_firm,Əlixanlı Elgün İsa oğlu,,"Azərbaycan Respublikası, Quba şəhəri, Heydər Əliyev prospekti 1",+994703019223,,96,https://barassociation.az/lawyersearch?community=96,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-083,Kamandar Nəsibov və Partnyorları Vəkil Bürosu,law_firm,Nəsibov Kamandar Rəfi oğlu,Bakı,"Bakı şəh., Səbail ray., Z. Yusifzadə küç, 133, ""A"" girişi","+994502214774 , 0123771202/03/04",,100,https://barassociation.az/lawyersearch?community=100,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-084,Kaspian Leqal Vəkil Bürosu,law_firm,Nəbili Fərid Nəbi oğlu,Bakı,"Bakı şəhəri, Xətai rayonu, 1212-ci məhəllə, Nobel pr., 15",0502898973,,122,https://barassociation.az/lawyersearch?community=122,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-085,Kaspian Vəkil Bürosu,law_firm,Səmədov Ruzi Emin oğlu,,"Caspian plaza, 3-cü korpus, 15-ci mərtəbə",(+99412) 3103431,,104,https://barassociation.az/lawyersearch?community=104,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-086,KERMUR ixtisaslaşdırılmış Vəkil Bürosu,law_firm,Kərimov Fuad Sabir oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Səməd Vurğun küçəsi 123a",+994125966565,,20,https://barassociation.az/lawyersearch?community=20,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-087,Kiçikbəyov və Partnyorları Vəkil Bürosu,law_firm,Kiçiybəyov Emin Atabəy oğlu,Bakı,"Bakı şəh., Xətai r., 8 noyabr küç., 1212-ci məh., ev 15, 153 saylı ofis",+994554310401,,127,https://barassociation.az/lawyersearch?community=127,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-088,Konsensus Vəkil Bürosu,law_firm,Ömərov Cianşa İlyas oğlu,Mingəçevir,"Mingəçevir şəhəri, ""ASAN Xidmət"" Mərkəzi",+994553251177,,88,https://barassociation.az/lawyersearch?community=88,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-089,Kredo Vəkil Bürosu,law_firm,Səlimov Elvin Əliyusif oğlu,Bakı,"Bakı şəhəri, Yasamal rayonu, 501-ci məhəllə, Mikayıl Müşfiq küçəsi 2K",+994125396532,,65,https://barassociation.az/lawyersearch?community=65,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-090,Kəngərli və Partnyorları Vəkil Bürosu,law_firm,Kəngərli İsmayıl İlham oğlu,Bakı,"Bakı şəhəri, M.F.Axundov küçəsi 179A",+994557112233,,50,https://barassociation.az/lawyersearch?community=50,no,barassociation.az,https://barassociation.az/communities?page=9
law-firm-091,LCG Vəkil Bürosu,law_firm,Babayev Samir Qabil oğlu,Bakı,"Bakı şəhəri, Heydər Əliyev prospekti 96A",+994503244921,,49,https://barassociation.az/lawyersearch?community=49,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-092,Legalis Vəkil Bürosu,law_firm,Əliyev Əmir İbrahim oğlu,Bakı,"Bakı şəhəri, Nəsimi ray., Akademik Mirəli Qaşqay küç., ev 79A",+994503313166,,153,https://barassociation.az/lawyersearch?community=153,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-093,Leqal Servis Vəkil Bürosu,law_firm,Ələsgərov Nadir Çərkəz oğlu,Bakı,"Bakı şəhəri, Ü.Hacıbəyli küç., 62",0506242131,,133,https://barassociation.az/lawyersearch?community=133,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-094,Leqal Vəkil Bürosu,law_firm,Cəfərov Ceyhun Pöhrüz oğlu,Bakı,"Bakı şəh., Nərimanov ray., Həsən Əliyev küç., 139 ""B""",+994552126221,,119,https://barassociation.az/lawyersearch?community=119,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-095,Libra Vəkil Bürosu,law_firm,Əliyev Fuad Asif oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Kərpic küçəsi, ev 16",+994552460708,,94,https://barassociation.az/lawyersearch?community=94,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-096,Lider Vəkil Bürosu,law_firm,Ələkbərov İlqar Əli oğlu,Bakı,"Bakı şəhəri, 8-ci km qəsəbəsi, Qara Qarayev küçəsi 81",+994502996787,,21,https://barassociation.az/lawyersearch?community=21,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-097,Lənkəran rayon Vəkil Bürosu,law_firm,Atakişiyev Faiq Mehrəli oğlu,Lənkəran,"Lənkəran şəhəri, Nizami küçəsi 3",+994252551106,,30,https://barassociation.az/lawyersearch?community=30,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-098,Masallı rayon Vəkil Bürosu,law_firm,Şahmarov Tofiq Şirin oğlu,Masallı,"Masallı şəhəri, Heydər Əliyev prospekti 93",+994503339240,,38,https://barassociation.az/lawyersearch?community=38,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-099,MBM Vəkil Bürosu,law_firm,Mənsimzadə Rəfail Alı oğlu,Bakı,"Bakı şəh., Nəsimi rayonu, Səməd Vurğun küç 34 (AF MALL iş mərkəzi, 4-cü mər., otaq 4)",+994125982354,,22,https://barassociation.az/lawyersearch?community=22,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-100,Medleks Vəkil Bürosu,law_firm,Əzizov Elxan Nizami oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Təbriz küçəsi 122",+994502202021,,142,https://barassociation.az/lawyersearch?community=142,no,barassociation.az,https://barassociation.az/communities?page=10
law-firm-101,Mingəçevir şəhər Vəkil Bürosu,law_firm,Yunusov Kamil Məhərrəm oğlu,Mingəçevir,"Mingəçevir şəhəri, Səməd Vurğun küç. 18",+994505170344,,59,https://barassociation.az/lawyersearch?community=59,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-102,Mirzəyev və Partnyorları Vəkil Bürosu,law_firm,Mirzəyev Səyyad Şakir oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, 307-ci məhəllə, Füzuli küçəsi 47",+994123100988,,78,https://barassociation.az/lawyersearch?community=78,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-103,Naxçıvan ASAN Vəkil Bürosu,law_firm,Vəliyev Əsədulla Xanməmməd oğlu,Naxçıvan,"Naxçıvan şəhəri, Seyid Cəfər Pişəvəri 7, AZ 7000",+994552140218,,144,https://barassociation.az/lawyersearch?community=144,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-104,Naxçıvan Muxtar Respublikasının Vəkillər Kollegiyası,law_firm,Həsənov Vüsal Heydər oğlu,Naxçıvan,"Naxçıvan şəhəri, C.Məmmədquluzadə küçəsi 5",+994365455806,,42,https://barassociation.az/lawyersearch?community=42,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-105,Naxçıvan şəhər Vəkil Bürosu,law_firm,Həsənov Vüsal Heydər oğlu,Naxçıvan MR Naxçıvan,Naxçıvan MR Naxçıvan şəhəri,+994365455806,,143,https://barassociation.az/lawyersearch?community=143,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-106,Praym Leqal Vəkil Bürosu,law_firm,Nuhiyev Aqşin Əlməmməd oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Möhsün Sənani küçəsi,100A","012 , +994503044489",,148,https://barassociation.az/lawyersearch?community=148,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-107,Presedent Vəkil Bürosu,law_firm,Həşimova Zülfiyyə Vəli qızı,Bakı,"Bakı şəhəri, Nərimanov rayonu, Ə.Rəcəbli -3 küç., 3b",+994558474115,,135,https://barassociation.az/lawyersearch?community=135,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-108,Prestij Vəkil Bürosu,law_firm,Mustafayev Ruslan Həsən oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, 1222-ci məhəllə, ev 12",+994703444749,,138,https://barassociation.az/lawyersearch?community=138,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-109,Pro Bono Vəkil Bürosu,law_firm,Məmmədov Şahmar Elbrus oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, S.Vurğun küçəsi 48",+994125949985,,79,https://barassociation.az/lawyersearch?community=79,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-110,Prospekt Vəkil Bürosu,law_firm,Əliyev Həbib Əli oğlu,Bakı,"Bakı şəh., Yasamal r., Parlament pr., 500-cü məhəllə, ev 4",+994502103799,,105,https://barassociation.az/lawyersearch?community=105,no,barassociation.az,https://barassociation.az/communities?page=11
law-firm-111,Qanunçuluq Vəkil Bürosu,law_firm,Camalov Etibar Əli oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu,Təbriz küçəsi ev 21",0503661622,,103,https://barassociation.az/lawyersearch?community=103,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-112,Qazax rayon Vəkil Bürosu,law_firm,Abışov Elgün Fəxrəddin oğlu,Qazax,"Qazax şəhəri, Hacı Zeynalabdin Tağıyev küç., 26",+994706351954,,89,https://barassociation.az/lawyersearch?community=89,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-113,Quba rayon Vəkil Bürosu,law_firm,Aqamov İbrahim Aleksandr oğlu,Quba,"Quba şəhəri, Heydər Əliyev prospekti 96",+99423330589,,33,https://barassociation.az/lawyersearch?community=33,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-114,Qusar rayon Vəkil Bürosu,law_firm,Xidirov Şahlar Şakir oğlu,Qusar,Qusar şəhəri,+994504173800,,106,https://barassociation.az/lawyersearch?community=106,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-115,Qəbələ rayon Vəkil Bürosu,law_firm,Qəribov Rəşid Vəliyəddin oğlu,Qəbələ,Qəbələ rayonu,+994503257507,,116,https://barassociation.az/lawyersearch?community=116,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-116,Rifaq Həsənov və Partnyorları Vəkil Bürosu,law_firm,Həsənov Rifaq Rizvan oğlu,Bakı,"Bakı şəh., Yasamal r., İnşaatçılar pr., 547-ci məh., ev 3",+994502112913,,134,https://barassociation.az/lawyersearch?community=134,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-117,Ruslan Vəliyev və Partnyorları Vəkil Bürosu,law_firm,Vəliyev Ruslan Arif oğlu,Bakı,"Bakı şəh., Yasamal r., 616-cı məhəllə F.İbrahimbəyov 5","+994504761138 , 0125961275",,118,https://barassociation.az/lawyersearch?community=118,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-118,Saatlı rayon Vəkil Bürosu,law_firm,Abbasov Vüsal Tapdıq oğlu,Saatlı,"Saatlı şəhəri, Həzi Aslanov küçəsi 1",+994503325363,,37,https://barassociation.az/lawyersearch?community=37,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-119,Salyan rayon Vəkil Bürosu,law_firm,Hənifəli Elman Tahir oğlu,Salyan,"Salyan şəhəri, A.Hüseynov küçəsi 135",+994212555115,,64,https://barassociation.az/lawyersearch?community=64,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-120,Sirius Vəkil Bürosu,law_firm,Əliyev Sübhan Fərmayıl oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, akademik Həsən Əliyev pros 5 A",051 686 99 70,,112,https://barassociation.az/lawyersearch?community=112,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-121,Sumqayıt Regional Vəkil Bürosu,law_firm,Qasımlı Anar Elman oğlu,Sumqayıt,"Sumqayıt şəhəri, 9-cu mikrorayon, Zülfü Hacıyev küçəsi 71",+994186562211,,60,https://barassociation.az/lawyersearch?community=60,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-122,Sumqayıt şəhər 1 saylı Vəkil Bürosu,law_firm,Nəhmətov Fazil İldır oğlu,Sumqayıt,"Sumqayıt şəhəri, Heydər Əliyev prospekti 20/29",+994186559035,,28,https://barassociation.az/lawyersearch?community=28,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-123,Sübhan Məmmədov və Partnyorları Vəkil Bürosu,law_firm,Məmmədov Sübhan Zakir oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, R.Behbudov küç., ev 59, mənzil 63",+994502155899,,132,https://barassociation.az/lawyersearch?community=132,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-124,Tovuz rayon Vəkil Bürosu,law_firm,Əliyev Mahir Muşafiq oğlu,Tovuz,"Tovuz şəhəri, Sabir küçəsi, 25A",+994555833682,,61,https://barassociation.az/lawyersearch?community=61,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-125,Tərtər rayon Vəkil Bürosu,law_firm,Muradov Oktay Rəcəb oğlu,Tərtər,"Tərtər şəhəri, Qaçay Mehdiyev küçəsi 217",+994703843184,,75,https://barassociation.az/lawyersearch?community=75,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-126,Union Vəkil Bürosu,law_firm,Abbasov Orxan Vilayət oğlu,Bakı,"Bakı şəh., Nərimanov ray., Ağa Neymətulla küç., 232",+994552010406,,114,https://barassociation.az/lawyersearch?community=114,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-127,Universal Vəkil Bürosu,law_firm,Əlizadə Rahim Ələkbər oğlu,Bakı,"Bakı şəh., Nəsimi ray., Ənvər Qasımzadə küç., 44, M2, m2","0502308844 , 0124402339",,124,https://barassociation.az/lawyersearch?community=124,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-128,Verdiktum Vəkil Bürosu,law_firm,İbadov Zaur Fəzail oğlu,Nəsimi,"Nəsimi rayonu, İzzət Həmidov 5A, AZ1020","0125967076, 0705967076, 0555967076",,69,https://barassociation.az/lawyersearch?community=69,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-129,VMN Vəkil Bürosu,law_firm,İmanov Məzhər Rəsul oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Ziya Bünyadov prospekti 57C",+994552992255,,23,https://barassociation.az/lawyersearch?community=23,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-130,Xaçmaz şəhər Vəkil Bürosu,law_firm,Hacıyev Vüsal Murtuzəli oğlu,Xaçmaz,"Xaçmaz şəhəri, Aşıq Ələsgər küçəsi 4",+994233255910,,32,https://barassociation.az/lawyersearch?community=32,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-131,Xırdalan şəhər Vəkil Bürosu,law_firm,Rüstəmzadə Ayxan Xankişi oğlu,Abşeron,"Abşeron rayonu, Xırdalan şəhəri, H.Aslanov küçəsi, ""Uğur-4"" yaşayış kompleksi, 1A.","+994123410113 , +994706410313",,45,https://barassociation.az/lawyersearch?community=45,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-132,Xəzər Konsaltinq Vəkil Bürosu,law_firm,Bədəlov Fuad Murad oğlu,Bakı,"Bakı şəhəri, Binəqədi rayonu, İbrahimpaşa Dadaşov küçəsi 910",+994503409625,,57,https://barassociation.az/lawyersearch?community=57,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-133,Yasa Vəkil Bürosu,law_firm,Cəfərxanov Əyyub İsrafil oğlu,Bakı,"Bakı şəh., Salatın Əsgərova küç., ev 103",+994705953333,,139,https://barassociation.az/lawyersearch?community=139,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-134,Yevlax şəhər Vəkil Bürosu,law_firm,Məmmədov Fərhad Möhübbət oğlu,Yevlax,"Yevlax şəhəri, Q.Quliyev küçəsi 1B/11",+994506799576,,67,https://barassociation.az/lawyersearch?community=67,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-135,Yusif Allahverdiyev və Partnyorları Vəkil Bürosu,law_firm,Allahverdiyev Yusif Asif oğlu,Bakı,"Bakı ş., Yasamal rayonu, İ. Qutqaşenli 507/511, “Altes Plaza”","+994505556684 , +994512054903",,87,https://barassociation.az/lawyersearch?community=87,no,barassociation.az,https://barassociation.az/communities?page=14
law-firm-136,Yusifbəyli və Partnyorları Vəkil Bürosu,law_firm,Yusifbəyli Rəsul Rəbbil oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Təbriz küç 98a, mənzil 4","+994125144435 , +994125141445",,18,https://barassociation.az/lawyersearch?community=18,no,barassociation.az,https://barassociation.az/communities?page=15
law-firm-137,Zaqatala rayon Vəkil Bürosu,law_firm,Şərifov Samir Cuma oğlu,Zaqatala,"Zaqatala şəhəri, F.Əmirov küçəsi 18",+994556707403,,91,https://barassociation.az/lawyersearch?community=91,no,barassociation.az,https://barassociation.az/communities?page=15
law-firm-138,Zəfər Vəkil Bürosu,law_firm,Mirzəyev Vüsal Əlövsət oğlu,,"Yasamal r., General Akim Abbasov küç., 4a",0503013113,,125,https://barassociation.az/lawyersearch?community=125,no,barassociation.az,https://barassociation.az/communities?page=15
law-firm-139,Şimal Vəkil Bürosu,law_firm,Hüseynov Zeyqam Hüseyn oğlu,Sumqayıt,"Sumqayıt şəhəri, Sülh küç., 60A",0502112193,,123,https://barassociation.az/lawyersearch?community=123,no,barassociation.az,https://barassociation.az/communities?page=12
law-firm-140,Şirvan Regional Vəkil Bürosu,law_firm,Mirzəyev Ruslan Soltanağa oğlu,Şirvan,"Şirvan şəhəri, 20 Yanvar küçəsi 16",+994503205225,,39,https://barassociation.az/lawyersearch?community=39,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-141,Şəki Regional Vəkil Bürosu,law_firm,İbrahimov Xəyal Rahim oğlu,Şəki,"Şəki şəhəri, M.Ə.Rəsulzadə prospekti 139a",+994504379112,,34,https://barassociation.az/lawyersearch?community=34,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-142,Şəmkir rayon Vəkil Bürosu,law_firm,İsayeva Xalidə İsa qızı,Şəmkir,"Şəmkir ş., Vidadi döngəsi",0503511999,,31,https://barassociation.az/lawyersearch?community=31,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-143,Şərur rayon Vəkil Bürosu,law_firm,Əliyev Azər Musa oğlu,Şərur,"Şərur şəhəri, Şəhriyar küçəsi 1",0365422577,,141,https://barassociation.az/lawyersearch?community=141,no,barassociation.az,https://barassociation.az/communities?page=13
law-firm-144,Ədalət Vəkil Bürosu,law_firm,Mustafayev Muxtar Nağı oğlu,Bakı,"Bakı şəhəri, Səməd Vurğun küçəsi, məh 309, World Business Centre, 18-ci mərtəbə","+994125974828 , +994124371926 (faks)",,43,https://barassociation.az/lawyersearch?community=43,no,barassociation.az,https://barassociation.az/communities?page=15
law-firm-145,Əkrəm Həsənov və Partnyorları Vəkil Bürosu,law_firm,Həsənov Əkrəm Şirvan oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Nizami küçəsi, 705-ci məhəllə, 129 E",0124933124,,72,https://barassociation.az/lawyersearch?community=72,no,barassociation.az,https://barassociation.az/communities?page=15
